task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
2	1	1	12	3	0.650	1	1	1	0.454	1881946.556	1881947.205	1881947.556	1881947.560
2	1	2	16	13	0.850	2	2	1	0.386	1881950.577	1881951.404	1881951.548	1881951.552
2	1	3	20	9	0.400	2	2	1	0.342	1881954.573	1881954.959	1881955.555	1881955.558
2	1	4	24	NaN	NaN	NaN	NaN	NaN	NaN	1881958.569	NaN	NaN	NaN
2	1	5	28	8	0.350	2	2	1	0.641	1881962.550	1881962.918	1881963.552	1881963.557
2	1	6	32	11	0.800	1	1	1	0.465	1881966.573	1881967.356	1881967.557	1881967.561
2	1	7	36	7	0.400	1	1	1	0.558	1881970.572	1881970.955	1881971.557	1881971.561
2	1	8	40	4	0.750	2	2	1	0.350	1881974.582	1881975.307	1881975.563	1881975.566
2	1	9	44	2	0.900	2	2	1	0.293	1881978.575	1881979.453	1881979.548	1881979.554
2	1	10	48	12	0.450	1	1	1	0.454	1881982.570	1881983.005	1881983.557	1881983.561
2	1	11	52	NaN	NaN	NaN	NaN	NaN	NaN	1881986.558	NaN	NaN	NaN
2	1	12	56	5	0.200	1	1	1	0.584	1881990.550	1881990.767	1881991.551	1881991.555
2	1	13	60	1	0.400	1	1	1	0.488	1881994.572	1881994.960	1881995.556	1881995.560
2	1	14	64	6	0.800	2	2	1	0.371	1881998.570	1881999.357	1881999.548	1881999.553
2	1	15	68	10	0.450	1	1	1	0.496	1882002.565	1882003.007	1882003.548	1882003.571
2	1	16	72	7	0.100	2	2	1	0.533	1882006.570	1882006.654	1882007.563	1882007.568
2	1	17	76	NaN	NaN	NaN	NaN	NaN	NaN	1882010.557	NaN	NaN	NaN
2	1	18	80	2	0.250	2	2	1	0.406	1882014.547	1882014.801	1882015.551	1882015.555
2	1	19	84	10	0.400	2	2	1	0.331	1882018.572	1882018.980	1882019.550	1882019.574
2	1	20	88	NaN	NaN	NaN	NaN	NaN	NaN	1882022.561	NaN	NaN	NaN
2	1	21	92	13	0.750	2	2	1	0.318	1882026.548	1882027.319	1882027.555	1882027.559
2	1	22	96	12	0.800	2	2	1	0.340	1882030.569	1882031.362	1882031.553	1882031.556
2	1	23	100	11	0.100	2	2	1	0.489	1882034.576	1882034.655	1882035.552	1882035.556
2	1	24	104	4	0.850	1	1	1	0.409	1882038.569	1882039.408	1882039.550	1882039.554
2	1	25	108	6	0.850	2	2	1	0.410	1882042.562	1882043.427	1882043.566	1882043.570
2	1	26	112	8	0.350	1	1	1	0.525	1882046.564	1882046.930	1882047.548	1882047.552
2	1	27	116	1	0.350	2	2	1	0.353	1882050.563	1882050.912	1882051.548	1882051.551
2	1	28	120	3	0.900	2	2	1	0.324	1882054.571	1882055.461	1882055.563	1882055.568
2	1	29	124	9	0.400	2	2	1	0.384	1882058.577	1882058.958	1882059.553	1882059.557
2	1	30	128	5	0.300	2	2	1	0.518	1882062.576	1882062.868	1882063.555	1882063.559
2	1	31	132	NaN	NaN	NaN	NaN	NaN	NaN	1882066.553	NaN	NaN	NaN
2	1	32	136	NaN	NaN	NaN	NaN	NaN	NaN	1882070.548	NaN	NaN	NaN
2	1	33	140	6	0.850	1	1	1	0.514	1882074.555	1882075.403	1882075.550	1882075.554
2	1	34	144	2	0.300	1	1	1	0.468	1882078.571	1882078.851	1882079.552	1882079.556
2	1	35	148	9	0.150	1	1	1	0.444	1882082.563	1882082.700	1882083.550	1882083.554
2	1	36	152	11	0.450	1	1	1	0.438	1882086.569	1882087.006	1882087.571	1882087.576
2	1	37	156	12	0.300	1	1	1	0.365	1882090.566	1882090.860	1882091.548	1882091.570
2	1	38	160	NaN	NaN	NaN	NaN	NaN	NaN	1882094.573	NaN	NaN	NaN
2	1	39	164	4	0.500	1	1	1	0.493	1882098.546	1882099.060	1882099.551	1882099.571
2	1	40	168	7	0.800	1	1	1	0.390	1882102.580	1882103.374	1882103.554	1882103.558
2	1	41	172	5	0.900	2	2	1	0.384	1882106.586	1882107.456	1882107.550	1882107.554
2	1	42	176	8	0.750	1	1	1	0.524	1882110.564	1882111.307	1882111.547	1882111.570
2	1	43	180	13	0.750	1	1	1	0.452	1882114.573	1882115.329	1882115.551	1882115.554
2	1	44	184	10	0.300	2	2	1	0.454	1882118.594	1882118.855	1882119.557	1882119.563
2	1	45	188	3	0.600	1	1	1	0.481	1882122.572	1882123.164	1882123.551	1882123.556
2	1	46	192	1	0.150	1	1	1	0.512	1882126.560	1882126.702	1882127.548	1882127.552
2	1	47	196	6	0.200	1	1	1	0.484	1882130.561	1882130.755	1882131.552	1882131.557
2	1	48	200	3	0.150	2	2	1	0.455	1882134.569	1882134.710	1882135.555	1882135.560
2	1	49	204	10	0.300	2	2	1	0.436	1882138.583	1882138.878	1882139.562	1882139.567
2	1	50	208	11	0.500	2	2	1	0.376	1882142.567	1882143.073	1882143.554	1882143.559
2	1	51	212	7	0.500	2	2	1	0.534	1882146.574	1882147.058	1882147.551	1882147.557
2	1	52	216	13	0.550	1	1	1	0.473	1882150.565	1882151.110	1882151.549	1882151.554
2	1	53	220	9	0.750	2	2	1	0.380	1882154.571	1882155.310	1882155.549	1882155.554
2	1	54	224	NaN	NaN	NaN	NaN	NaN	NaN	1882158.567	NaN	NaN	NaN
2	1	55	228	4	0.400	2	2	1	0.494	1882162.545	1882162.953	1882163.549	1882163.553
2	1	56	232	5	0.450	1	1	1	0.438	1882166.583	1882167.012	1882167.557	1882167.579
2	1	57	236	NaN	NaN	NaN	NaN	NaN	NaN	1882170.552	NaN	NaN	NaN
2	1	58	240	1	0.700	2	2	1	0.334	1882174.545	1882175.252	1882175.569	1882175.573
2	1	59	244	NaN	NaN	NaN	NaN	NaN	NaN	1882178.559	NaN	NaN	NaN
2	1	60	248	NaN	NaN	NaN	NaN	NaN	NaN	1882182.556	NaN	NaN	NaN
2	1	61	252	NaN	NaN	NaN	NaN	NaN	NaN	1882186.546	NaN	NaN	NaN
2	1	62	256	NaN	NaN	NaN	NaN	NaN	NaN	1882190.546	NaN	NaN	NaN
2	1	63	260	12	0.800	1	1	1	0.403	1882194.547	1882195.359	1882195.551	1882195.573
2	1	64	264	8	0.550	1	1	1	0.656	1882198.567	1882199.123	1882199.550	1882199.571
2	1	65	268	2	0.100	1	1	1	0.508	1882202.561	1882202.672	1882203.549	1882203.572
