onset	duration	node	response_time	accuracy
12	1	3	0.543	1
16	1	13	0.317	1
20	1	9	0.370	1
28	1	8	0.450	1
32	1	11	0.402	1
36	1	7	0.517	1
40	1	4	0.422	1
44	1	2	0.467	1
48	1	12	0.555	1
56	1	5	0.566	1
60	1	1	0.456	1
64	1	6	0.361	1
68	1	10	0.452	1
72	1	7	0.483	1
80	1	2	0.531	1
84	1	10	0.462	1
92	1	13	0.456	1
96	1	12	0.398	1
100	1	11	0.553	1
104	1	4	0.519	1
108	1	6	0.392	1
112	1	8	0.531	1
116	1	1	0.352	1
120	1	3	0.385	1
124	1	9	0.340	1
128	1	5	0.428	1
140	1	6	0.503	1
144	1	2	0.511	1
148	1	9	0.522	1
152	1	11	0.524	1
156	1	12	0.475	1
164	1	4	0.467	1
168	1	7	0.478	1
172	1	5	0.386	1
176	1	8	0.505	1
180	1	13	0.454	1
184	1	10	0.521	1
188	1	3	0.473	1
192	1	1	0.477	1
196	1	6	0.458	1
200	1	3	0.431	1
204	1	10	0.420	1
208	1	11	0.360	1
212	1	7	0.343	1
216	1	13	0.426	1
220	1	9	0.369	1
228	1	4	0.403	1
232	1	5	0.409	1
240	1	1	0.381	1
260	1	12	0.469	1
264	1	8	0.487	1
268	1	2	0.506	1
