onset	duration	node	response_time	accuracy
12	1	3	0.454	1
16	1	13	0.386	1
20	1	9	0.342	1
28	1	8	0.641	1
32	1	11	0.465	1
36	1	7	0.558	1
40	1	4	0.350	1
44	1	2	0.293	1
48	1	12	0.454	1
56	1	5	0.584	1
60	1	1	0.488	1
64	1	6	0.371	1
68	1	10	0.496	1
72	1	7	0.533	1
80	1	2	0.406	1
84	1	10	0.331	1
92	1	13	0.318	1
96	1	12	0.340	1
100	1	11	0.489	1
104	1	4	0.409	1
108	1	6	0.410	1
112	1	8	0.525	1
116	1	1	0.353	1
120	1	3	0.324	1
124	1	9	0.384	1
128	1	5	0.518	1
140	1	6	0.514	1
144	1	2	0.468	1
148	1	9	0.444	1
152	1	11	0.438	1
156	1	12	0.365	1
164	1	4	0.493	1
168	1	7	0.390	1
172	1	5	0.384	1
176	1	8	0.524	1
180	1	13	0.452	1
184	1	10	0.454	1
188	1	3	0.481	1
192	1	1	0.512	1
196	1	6	0.484	1
200	1	3	0.455	1
204	1	10	0.436	1
208	1	11	0.376	1
212	1	7	0.534	1
216	1	13	0.473	1
220	1	9	0.380	1
228	1	4	0.494	1
232	1	5	0.438	1
240	1	1	0.334	1
260	1	12	0.403	1
264	1	8	0.656	1
268	1	2	0.508	1
