onset	duration	node	response_time	accuracy
12	1	6	0.353	1
16	1	4	0.490	1
24	1	7	0.489	1
28	1	12	0.387	1
32	1	13	0.443	1
36	1	10	0.457	1
40	1	3	0.495	1
44	1	9	0.491	1
48	1	2	0.488	1
52	1	1	0.541	1
56	1	8	0.474	1
60	1	5	0.429	1
68	1	11	0.413	1
72	1	5	0.492	1
76	1	13	0.420	1
84	1	10	0.431	1
88	1	3	0.472	1
96	1	4	0.388	1
100	1	12	0.461	1
104	1	2	0.429	1
108	1	6	0.420	1
112	1	1	0.484	1
116	1	8	0.543	1
120	1	7	0.606	1
124	1	11	0.395	1
128	1	9	0.567	1
132	1	4	0.429	1
136	1	3	0.504	1
144	1	9	0.535	1
148	1	2	0.416	1
152	1	1	0.514	1
160	1	12	0.491	1
164	1	5	0.498	1
168	1	8	0.478	1
172	1	13	0.392	1
176	1	10	0.393	1
180	1	7	0.622	1
184	1	6	0.361	1
192	1	11	0.471	1
196	1	9	0.379	1
200	1	11	0.389	1
208	1	8	0.328	1
228	1	2	0.613	1
232	1	1	0.493	1
236	1	7	0.400	1
240	1	5	0.465	1
244	1	10	0.372	1
252	1	6	0.512	1
256	1	12	0.476	1
260	1	13	0.465	1
264	1	3	0.417	1
268	1	4	0.574	1
