onset	duration	node	response_time	accuracy
12	1	7	0.464	1
16	1	3	0.461	1
20	1	6	0.371	1
24	1	12	0.394	1
28	1	5	0.337	1
32	1	10	0.421	1
36	1	8	0.311	1
40	1	11	0.379	1
44	1	4	0.281	1
48	1	9	0.348	1
52	1	1	0.323	1
56	1	2	0.380	1
60	1	13	0.441	1
64	1	10	0.396	1
72	1	4	0.407	1
76	1	6	0.364	1
80	1	8	0.291	1
84	1	11	0.396	1
88	1	12	0.329	1
100	1	2	0.325	1
104	1	13	0.375	1
112	1	7	0.419	1
116	1	1	0.419	1
120	1	3	0.381	1
124	1	9	0.277	1
128	1	5	0.380	1
132	1	1	0.403	1
140	1	12	0.644	1
144	1	3	0.342	1
148	1	5	0.375	1
152	1	8	0.352	1
160	1	13	0.420	1
164	1	4	0.459	1
168	1	11	0.326	1
172	1	2	0.462	1
176	1	6	0.426	1
180	1	10	0.494	1
184	1	7	0.423	1
188	1	9	0.422	1
196	1	9	0.457	1
204	1	2	0.329	0
216	1	1	0.420	1
224	1	12	0.349	1
228	1	3	0.300	1
232	1	8	0.438	1
236	1	10	0.409	1
240	1	7	0.459	1
244	1	6	0.448	1
248	1	11	0.400	1
256	1	5	0.364	1
260	1	4	0.313	1
264	1	13	0.395	1
