onset	duration	node	response_time	accuracy
12	1	2	0.466	1
16	1	10	0.520	1
20	1	12	0.374	1
24	1	3	0.314	1
28	1	13	0.472	1
32	1	9	0.315	1
40	1	6	0.350	1
56	1	11	0.477	1
60	1	4	0.404	1
64	1	8	0.367	1
68	1	1	0.415	1
72	1	5	0.288	1
76	1	7	0.467	1
80	1	8	0.236	1
88	1	1	0.343	1
92	1	10	0.375	1
96	1	12	0.291	1
100	1	3	0.442	1
104	1	4	0.309	1
108	1	11	0.314	1
112	1	13	0.419	1
116	1	6	0.404	1
120	1	7	0.480	1
124	1	2	0.394	1
128	1	9	0.317	1
132	1	5	0.356	1
136	1	8	0.438	1
140	1	5	0.324	1
148	1	4	0.545	1
152	1	11	0.367	1
156	1	13	0.367	1
160	1	10	0.334	1
168	1	12	0.330	1
172	1	6	0.372	1
180	1	1	0.402	1
184	1	9	0.337	1
188	1	2	0.267	1
196	1	3	0.471	1
200	1	7	0.461	1
204	1	8	0.446	1
216	1	11	0.380	1
220	1	12	0.367	1
228	1	5	0.352	1
232	1	3	0.417	1
236	1	6	0.452	1
240	1	9	0.344	1
244	1	1	0.476	1
248	1	10	0.373	1
256	1	7	0.261	1
260	1	13	0.416	1
264	1	2	0.317	1
268	1	4	0.425	1
