onset	duration	node	response_time	accuracy
12	1	11	0.344	1
16	1	2	0.314	1
20	1	9	0.413	1
24	1	1	0.302	1
28	1	4	0.417	1
32	1	10	0.464	1
36	1	3	0.388	1
40	1	8	0.386	1
44	1	7	0.362	1
48	1	5	0.418	1
52	1	12	0.395	1
56	1	13	0.324	1
60	1	6	0.470	1
64	1	1	0.381	1
68	1	3	0.347	1
72	1	5	0.311	1
76	1	7	0.431	1
80	1	9	0.410	1
84	1	12	0.362	1
88	1	6	0.334	1
92	1	10	0.377	1
96	1	4	0.445	1
108	1	11	0.354	1
112	1	8	0.368	1
116	1	2	0.443	1
124	1	13	0.409	1
132	1	8	0.369	1
136	1	13	0.407	1
140	1	2	0.358	1
148	1	3	0.550	1
152	1	1	0.491	1
156	1	9	0.448	1
160	1	5	0.377	1
168	1	12	0.382	1
176	1	6	0.453	1
180	1	11	0.325	1
184	1	4	0.479	1
188	1	10	0.514	1
192	1	7	0.586	1
204	1	8	0.366	1
208	1	13	0.406	1
212	1	11	0.493	1
220	1	1	0.343	1
224	1	3	0.290	1
228	1	10	0.352	1
236	1	4	0.449	1
240	1	7	0.359	1
244	1	9	0.347	1
248	1	6	0.331	1
256	1	12	0.394	1
260	1	2	0.400	1
268	1	5	0.385	1
