onset	duration	node	response_time	accuracy
12	1	2	0.499	1
16	1	10	0.316	1
20	1	12	0.291	1
24	1	3	0.281	1
28	1	13	0.293	0
32	1	9	0.397	1
40	1	6	0.500	1
56	1	11	0.441	1
60	1	4	0.385	1
64	1	8	0.325	1
68	1	1	0.310	1
72	1	5	0.346	1
76	1	7	0.341	1
80	1	8	0.368	1
88	1	1	0.426	1
92	1	10	0.422	1
96	1	12	0.315	1
100	1	3	0.291	1
104	1	4	0.371	1
108	1	11	0.521	1
112	1	13	0.367	1
116	1	6	0.367	1
120	1	7	0.527	1
124	1	2	0.332	1
128	1	9	0.400	1
132	1	5	0.321	1
136	1	8	0.353	1
140	1	5	0.628	1
148	1	4	0.407	1
152	1	11	0.315	1
156	1	13	0.368	1
160	1	10	0.363	1
168	1	12	0.340	1
172	1	6	0.425	1
180	1	1	0.323	1
184	1	9	0.333	1
188	1	2	0.279	1
196	1	3	0.349	1
200	1	7	0.340	1
204	1	8	0.352	1
216	1	11	0.512	1
220	1	12	0.367	1
228	1	5	0.385	1
232	1	3	0.467	1
236	1	6	0.386	1
240	1	9	0.295	1
244	1	1	0.383	1
248	1	10	0.258	1
256	1	7	0.453	1
260	1	13	0.623	1
264	1	2	0.377	1
268	1	4	0.508	1
