onset	duration	node	response_time	accuracy
12	1	9	0.393	1
16	1	10	0.319	1
20	1	11	0.344	1
24	1	5	0.250	1
28	1	12	0.338	1
32	1	1	0.309	1
36	1	3	0.261	1
40	1	6	0.334	1
48	1	8	0.360	1
52	1	7	0.320	1
56	1	4	0.266	1
60	1	2	0.282	1
64	1	13	0.315	1
68	1	10	0.294	1
72	1	8	0.300	1
76	1	2	0.246	1
80	1	4	0.332	1
88	1	9	0.292	1
92	1	11	0.386	1
96	1	5	0.351	1
100	1	12	0.263	1
104	1	6	0.375	1
108	1	13	0.271	1
112	1	7	0.298	1
116	1	1	0.465	1
120	1	3	0.318	1
128	1	8	0.296	1
140	1	2	0.394	1
144	1	6	0.337	1
148	1	3	0.415	1
152	1	5	0.333	1
156	1	9	0.246	1
160	1	4	0.291	1
164	1	1	0.320	1
168	1	12	0.312	1
172	1	11	0.298	1
180	1	7	0.441	1
188	1	10	0.374	1
192	1	13	0.304	1
204	1	12	0.271	1
208	1	9	0.305	1
212	1	11	0.306	1
216	1	3	0.282	1
220	1	2	0.349	1
228	1	5	0.317	1
232	1	7	0.245	1
236	1	8	0.352	1
244	1	4	0.271	1
248	1	13	0.409	1
252	1	6	0.314	1
256	1	1	0.331	1
260	1	10	0.267	1
