onset	duration	node	response_time	accuracy
12	1	8	0.665	1
16	1	11	0.503	1
28	1	6	0.492	1
32	1	13	0.313	1
36	1	12	0.418	1
40	1	4	0.284	1
44	1	3	0.371	1
48	1	9	0.293	1
56	1	7	0.335	1
60	1	10	0.261	1
64	1	5	0.403	1
68	1	1	0.276	1
72	1	2	0.354	1
80	1	9	0.473	1
84	1	3	0.244	1
88	1	11	0.331	1
92	1	6	0.332	1
96	1	2	0.293	1
104	1	12	0.292	1
108	1	13	0.443	1
116	1	7	0.307	1
120	1	1	0.305	1
124	1	8	0.324	1
128	1	4	0.289	1
136	1	10	0.325	1
140	1	5	0.317	1
144	1	11	0.322	1
148	1	8	0.297	1
152	1	4	0.439	1
156	1	6	0.305	1
160	1	10	0.293	1
164	1	1	0.360	1
168	1	5	0.430	1
172	1	2	0.432	1
184	1	12	0.405	1
188	1	13	0.324	1
192	1	7	0.356	1
196	1	9	0.336	1
200	1	3	0.378	1
204	1	11	0.290	1
208	1	4	0.261	1
212	1	1	0.349	1
220	1	5	0.305	1
224	1	10	0.354	1
228	1	3	0.245	1
232	1	9	0.307	1
236	1	8	0.345	1
244	1	6	0.502	1
248	1	2	0.314	1
260	1	12	0.382	1
264	1	13	0.333	1
268	1	7	0.270	1
