onset	duration	node	response_time	accuracy
12	1	9	0.307	1
16	1	10	0.306	1
20	1	11	0.380	1
24	1	5	0.316	1
28	1	12	0.326	1
32	1	1	0.274	1
36	1	3	0.246	1
40	1	6	0.292	1
48	1	8	0.346	1
52	1	7	0.301	1
56	1	4	0.289	1
60	1	2	0.355	1
64	1	13	0.331	1
68	1	10	0.274	1
72	1	8	0.407	1
76	1	2	0.316	1
80	1	4	0.379	1
88	1	9	0.309	1
92	1	11	0.315	1
96	1	5	0.355	1
100	1	12	0.290	1
104	1	6	0.324	1
108	1	13	0.375	1
112	1	7	0.302	1
116	1	1	0.266	1
120	1	3	0.265	1
128	1	8	0.313	1
140	1	2	0.423	1
144	1	6	0.305	1
148	1	3	0.298	1
152	1	5	0.341	1
156	1	9	0.224	1
160	1	4	0.257	1
164	1	1	0.321	1
168	1	12	0.264	1
172	1	11	0.229	1
180	1	7	0.333	1
188	1	10	0.326	1
192	1	13	0.336	1
204	1	12	0.278	1
208	1	9	0.517	1
212	1	11	0.312	1
216	1	3	0.271	1
220	1	2	0.380	1
228	1	5	0.317	1
232	1	7	0.350	1
236	1	8	0.306	1
244	1	4	0.270	1
248	1	13	0.311	1
252	1	6	0.340	1
256	1	1	0.446	1
260	1	10	0.312	1
