task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	3	1	12	9	0.250	1	1	1	0.393
2	3	2	16	10	0.850	2	2	1	0.319
2	3	3	20	11	0.150	1	1	1	0.344
2	3	4	24	5	0.700	2	2	1	0.250
2	3	5	28	12	0.150	1	1	1	0.338
2	3	6	32	1	0.600	1	1	1	0.309
2	3	7	36	3	0.600	2	2	1	0.261
2	3	8	40	6	0.400	1	1	1	0.334
2	3	9	44	NaN	NaN	NaN	NaN	NaN	NaN
2	3	10	48	8	0.200	2	2	1	0.360
2	3	11	52	7	0.550	1	1	1	0.320
2	3	12	56	4	0.750	2	2	1	0.266
2	3	13	60	2	0.700	2	2	1	0.282
2	3	14	64	13	0.200	2	2	1	0.315
2	3	15	68	10	0.900	1	1	1	0.294
2	3	16	72	8	0.200	2	2	1	0.300
2	3	17	76	2	0.700	2	2	1	0.246
2	3	18	80	4	0.250	1	1	1	0.332
2	3	19	84	NaN	NaN	NaN	NaN	NaN	NaN
2	3	20	88	9	0.750	1	1	1	0.292
2	3	21	92	11	0.800	1	1	1	0.386
2	3	22	96	5	0.750	1	1	1	0.351
2	3	23	100	12	0.900	1	1	1	0.263
2	3	24	104	6	0.400	1	1	1	0.375
2	3	25	108	13	0.600	2	2	1	0.271
2	3	26	112	7	0.350	1	1	1	0.298
2	3	27	116	1	0.550	2	2	1	0.465
2	3	28	120	3	0.250	2	2	1	0.318
2	3	29	124	NaN	NaN	NaN	NaN	NaN	NaN
2	3	30	128	8	0.750	1	1	1	0.296
2	3	31	132	NaN	NaN	NaN	NaN	NaN	NaN
2	3	32	136	NaN	NaN	NaN	NaN	NaN	NaN
2	3	33	140	2	0.100	2	2	1	0.394
2	3	34	144	6	0.750	1	1	1	0.337
2	3	35	148	3	0.200	1	1	1	0.415
2	3	36	152	5	0.750	1	1	1	0.333
2	3	37	156	9	0.800	2	2	1	0.246
2	3	38	160	4	0.850	2	2	1	0.291
2	3	39	164	1	0.150	2	2	1	0.320
2	3	40	168	12	0.800	1	1	1	0.312
2	3	41	172	11	0.650	1	1	1	0.298
2	3	42	176	NaN	NaN	NaN	NaN	NaN	NaN
2	3	43	180	7	0.500	1	1	1	0.441
2	3	44	184	NaN	NaN	NaN	NaN	NaN	NaN
2	3	45	188	10	0.200	1	1	1	0.374
2	3	46	192	13	0.750	2	2	1	0.304
2	3	47	196	NaN	NaN	NaN	NaN	NaN	NaN
2	3	48	200	NaN	NaN	NaN	NaN	NaN	NaN
2	3	49	204	12	0.850	1	1	1	0.271
2	3	50	208	9	0.500	2	2	1	0.305
2	3	51	212	11	0.400	2	2	1	0.306
2	3	52	216	3	0.900	1	1	1	0.282
2	3	53	220	2	0.200	2	2	1	0.349
2	3	54	224	NaN	NaN	NaN	NaN	NaN	NaN
2	3	55	228	5	0.700	2	2	1	0.317
2	3	56	232	7	0.600	2	2	1	0.245
2	3	57	236	8	0.250	2	2	1	0.352
2	3	58	240	NaN	NaN	NaN	NaN	NaN	NaN
2	3	59	244	4	0.300	2	2	1	0.271
2	3	60	248	13	0.150	1	1	1	0.409
2	3	61	252	6	0.150	1	1	1	0.314
2	3	62	256	1	0.700	2	2	1	0.331
2	3	63	260	10	0.750	2	2	1	0.267
2	3	64	264	NaN	NaN	NaN	NaN	NaN	NaN
2	3	65	268	NaN	NaN	NaN	NaN	NaN	NaN
