task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	1	1	12	8	0.300	2	2	1	0.665
1	1	2	16	11	0.650	1	1	1	0.503
1	1	3	20	NaN	NaN	NaN	NaN	NaN	NaN
1	1	4	24	NaN	NaN	NaN	NaN	NaN	NaN
1	1	5	28	6	0.700	2	2	1	0.492
1	1	6	32	13	0.600	1	1	1	0.313
1	1	7	36	12	0.150	2	2	1	0.418
1	1	8	40	4	0.650	1	1	1	0.284
1	1	9	44	3	0.200	2	2	1	0.371
1	1	10	48	9	0.900	1	1	1	0.293
1	1	11	52	NaN	NaN	NaN	NaN	NaN	NaN
1	1	12	56	7	0.600	1	1	1	0.335
1	1	13	60	10	0.800	2	2	1	0.261
1	1	14	64	5	0.400	2	2	1	0.403
1	1	15	68	1	0.650	1	1	1	0.276
1	1	16	72	2	0.400	2	2	1	0.354
1	1	17	76	NaN	NaN	NaN	NaN	NaN	NaN
1	1	18	80	9	0.350	1	1	1	0.473
1	1	19	84	3	0.900	2	2	1	0.244
1	1	20	88	11	0.800	1	1	1	0.331
1	1	21	92	6	0.400	1	1	1	0.332
1	1	22	96	2	0.150	1	1	1	0.293
1	1	23	100	NaN	NaN	NaN	NaN	NaN	NaN
1	1	24	104	12	0.350	1	1	1	0.292
1	1	25	108	13	0.550	1	1	1	0.443
1	1	26	112	NaN	NaN	NaN	NaN	NaN	NaN
1	1	27	116	7	0.850	2	2	1	0.307
1	1	28	120	1	0.600	1	1	1	0.305
1	1	29	124	8	0.300	2	2	1	0.324
1	1	30	128	4	0.600	2	2	1	0.289
1	1	31	132	NaN	NaN	NaN	NaN	NaN	NaN
1	1	32	136	10	0.650	1	1	1	0.325
1	1	33	140	5	0.150	1	1	1	0.317
1	1	34	144	11	0.550	1	1	1	0.322
1	1	35	148	8	0.750	2	2	1	0.297
1	1	36	152	4	0.250	1	1	1	0.439
1	1	37	156	6	0.100	1	1	1	0.305
1	1	38	160	10	0.550	2	2	1	0.293
1	1	39	164	1	0.150	2	2	1	0.360
1	1	40	168	5	0.200	2	2	1	0.430
1	1	41	172	2	0.200	2	2	1	0.432
1	1	42	176	NaN	NaN	NaN	NaN	NaN	NaN
1	1	43	180	NaN	NaN	NaN	NaN	NaN	NaN
1	1	44	184	12	0.400	2	2	1	0.405
1	1	45	188	13	0.300	1	1	1	0.324
1	1	46	192	7	0.900	2	2	1	0.356
1	1	47	196	9	0.550	1	1	1	0.336
1	1	48	200	3	0.900	1	1	1	0.378
1	1	49	204	11	0.750	2	2	1	0.290
1	1	50	208	4	0.850	2	2	1	0.261
1	1	51	212	1	0.250	2	2	1	0.349
1	1	52	216	NaN	NaN	NaN	NaN	NaN	NaN
1	1	53	220	5	0.800	1	1	1	0.305
1	1	54	224	10	0.200	2	2	1	0.354
1	1	55	228	3	0.750	1	1	1	0.245
1	1	56	232	9	0.750	2	2	1	0.307
1	1	57	236	8	0.350	1	1	1	0.345
1	1	58	240	NaN	NaN	NaN	NaN	NaN	NaN
1	1	59	244	6	0.550	2	2	1	0.502
1	1	60	248	2	0.350	1	1	1	0.314
1	1	61	252	NaN	NaN	NaN	NaN	NaN	NaN
1	1	62	256	NaN	NaN	NaN	NaN	NaN	NaN
1	1	63	260	12	0.150	2	2	1	0.382
1	1	64	264	13	0.550	1	1	1	0.333
1	1	65	268	7	0.700	2	2	1	0.270
