onset	duration	node	response_time	accuracy
12	1	5	0.496	1
16	1	3	0.371	1
20	1	12	0.327	1
24	1	10	0.385	1
32	1	13	0.398	1
36	1	8	0.548	1
44	1	2	0.329	1
48	1	1	0.584	1
52	1	7	0.214	1
60	1	9	0.339	1
64	1	6	0.280	1
68	1	11	0.332	1
72	1	4	0.233	0
76	1	12	0.400	1
80	1	13	0.431	1
84	1	10	0.324	1
88	1	9	0.255	1
96	1	7	0.429	1
100	1	4	0.367	1
104	1	8	0.262	1
108	1	11	0.390	1
112	1	5	0.269	1
116	1	2	0.533	1
124	1	3	0.347	1
128	1	6	0.304	1
132	1	1	0.452	1
136	1	1	0.257	1
144	1	8	0.358	1
148	1	2	0.446	1
152	1	3	0.374	1
156	1	6	0.400	1
164	1	12	0.527	1
168	1	13	0.350	1
176	1	7	0.356	1
188	1	10	0.389	1
192	1	9	0.433	1
200	1	4	0.332	1
204	1	5	0.301	1
208	1	11	0.352	1
212	1	2	0.245	1
216	1	4	0.369	1
220	1	3	0.337	1
224	1	10	0.305	1
228	1	11	0.376	1
232	1	13	0.483	1
236	1	9	0.333	1
244	1	7	0.269	1
248	1	5	0.436	1
252	1	6	0.554	1
260	1	1	0.367	1
264	1	8	0.294	1
268	1	12	0.267	1
