onset	duration	node	response_time	accuracy
12	1	8	0.297	1
16	1	13	0.363	1
20	1	4	0.369	1
24	1	3	0.426	1
28	1	6	0.316	1
32	1	5	0.436	1
36	1	1	0.367	1
40	1	9	0.290	1
44	1	11	0.267	1
48	1	2	0.255	1
56	1	10	0.376	1
60	1	7	0.375	1
68	1	12	0.439	1
72	1	8	0.391	1
80	1	4	0.367	1
84	1	9	0.481	1
88	1	10	0.543	1
96	1	5	0.348	1
100	1	11	0.416	1
104	1	2	0.385	1
108	1	3	0.336	1
112	1	7	0.266	1
116	1	1	0.307	1
120	1	6	0.582	1
124	1	12	0.407	1
132	1	13	0.312	1
136	1	3	0.481	1
140	1	6	0.415	1
152	1	1	0.355	1
156	1	10	0.441	1
160	1	12	0.331	1
164	1	4	0.512	1
172	1	9	0.356	1
176	1	13	0.274	1
180	1	8	0.388	1
184	1	7	0.468	1
188	1	5	0.704	1
192	1	2	0.389	1
196	1	11	0.604	1
200	1	1	0.375	1
204	1	11	0.422	1
208	1	2	0.412	1
212	1	7	0.403	1
216	1	5	0.453	1
220	1	3	0.479	1
224	1	6	0.390	1
228	1	4	0.382	1
236	1	13	0.461	1
244	1	10	0.384	1
256	1	8	0.371	1
260	1	12	0.409	1
264	1	9	0.316	1
