onset	duration	node	response_time	accuracy
12	1	12	0.329	1
20	1	8	0.436	1
24	1	9	0.494	1
28	1	6	0.344	1
32	1	13	0.342	1
36	1	7	0.380	1
40	1	10	0.345	1
44	1	1	0.290	1
48	1	4	0.339	1
52	1	11	0.668	1
56	1	3	0.493	1
60	1	5	0.314	1
68	1	2	0.389	1
72	1	12	0.393	1
80	1	11	0.342	1
84	1	13	0.394	1
92	1	10	0.379	1
108	1	3	0.530	1
112	1	1	0.369	1
116	1	5	0.339	1
120	1	6	0.362	1
124	1	7	0.458	1
128	1	4	0.415	1
132	1	9	0.366	1
136	1	8	0.399	1
140	1	2	0.372	1
144	1	4	0.334	1
156	1	10	0.560	1
160	1	11	0.405	1
164	1	9	0.351	1
172	1	1	0.341	1
176	1	5	0.373	1
180	1	6	0.419	1
184	1	2	0.267	1
188	1	12	0.315	1
192	1	7	0.369	1
196	1	13	0.871	1
200	1	3	0.435	1
208	1	8	0.474	1
212	1	9	0.352	1
220	1	5	0.390	1
224	1	3	0.368	1
228	1	6	0.645	1
232	1	7	0.380	1
236	1	12	0.323	1
240	1	4	0.781	1
248	1	10	0.582	1
252	1	13	0.377	1
256	1	8	0.406	1
260	1	11	0.338	1
264	1	2	0.361	1
268	1	1	0.281	1
