task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	1	1	12	5	0.250	2	1	0	0.242
1	1	2	16	3	0.600	2	2	1	0.583
1	1	3	20	12	0.700	1	1	1	0.057
1	1	4	24	10	0.300	2	2	1	0.519
1	1	5	28	NaN	NaN	NaN	NaN	NaN	NaN
1	1	6	32	13	0.450	1	1	1	0.330
1	1	7	36	8	0.250	1	1	1	0.350
1	1	8	40	NaN	NaN	NaN	NaN	NaN	NaN
1	1	9	44	2	0.350	2	2	1	0.454
1	1	10	48	1	0.350	2	2	1	0.420
1	1	11	52	7	0.700	2	2	1	0.321
1	1	12	56	NaN	NaN	NaN	NaN	NaN	NaN
1	1	13	60	9	0.150	2	2	1	0.399
1	1	14	64	6	0.500	2	2	1	0.333
1	1	15	68	11	0.700	1	1	1	0.445
1	1	16	72	4	0.400	1	1	1	0.435
1	1	17	76	12	0.250	1	1	1	0.331
1	1	18	80	13	0.750	2	2	1	0.366
1	1	19	84	10	0.400	2	2	1	0.393
1	1	20	88	9	0.800	1	1	1	0.369
1	1	21	92	NaN	NaN	NaN	NaN	NaN	NaN
1	1	22	96	7	0.150	1	1	1	0.476
1	1	23	100	4	0.200	2	2	1	0.429
1	1	24	104	8	0.800	1	1	1	0.545
1	1	25	108	11	0.900	1	1	1	0.382
1	1	26	112	5	0.550	2	2	1	0.352
1	1	27	116	2	0.600	2	2	1	0.329
1	1	28	120	NaN	NaN	NaN	NaN	NaN	NaN
1	1	29	124	3	0.300	2	2	1	0.310
1	1	30	128	6	0.450	1	1	1	0.262
1	1	31	132	1	0.100	1	1	1	0.394
1	1	32	136	1	0.550	2	2	1	0.483
1	1	33	140	NaN	NaN	NaN	NaN	NaN	NaN
1	1	34	144	8	0.800	1	1	1	0.392
1	1	35	148	2	0.150	1	1	1	0.450
1	1	36	152	3	0.850	2	2	1	0.219
1	1	37	156	6	0.900	2	1	0	0.325
1	1	38	160	NaN	NaN	NaN	NaN	NaN	NaN
1	1	39	164	12	0.600	1	1	1	0.245
1	1	40	168	13	0.600	1	1	1	0.276
1	1	41	172	NaN	NaN	NaN	NaN	NaN	NaN
1	1	42	176	7	0.300	2	2	1	0.246
1	1	43	180	NaN	NaN	NaN	NaN	NaN	NaN
1	1	44	184	NaN	NaN	NaN	NaN	NaN	NaN
1	1	45	188	10	0.200	1	1	1	0.350
1	1	46	192	9	0.500	1	1	1	0.305
1	1	47	196	NaN	NaN	NaN	NaN	NaN	NaN
1	1	48	200	4	0.750	1	1	1	0.315
1	1	49	204	5	0.450	2	2	1	0.298
1	1	50	208	11	0.550	2	2	1	0.324
1	1	51	212	2	0.700	1	1	1	0.421
1	1	52	216	4	0.150	2	2	1	0.461
1	1	53	220	3	0.400	1	1	1	0.319
1	1	54	224	10	0.800	1	1	1	0.379
1	1	55	228	11	0.750	1	1	1	0.331
1	1	56	232	13	0.800	2	2	1	0.346
1	1	57	236	9	0.500	2	2	1	0.358
1	1	58	240	NaN	NaN	NaN	NaN	NaN	NaN
1	1	59	244	7	0.350	2	2	1	0.342
1	1	60	248	5	0.400	2	2	1	0.345
1	1	61	252	6	0.300	1	1	1	0.386
1	1	62	256	NaN	NaN	NaN	NaN	NaN	NaN
1	1	63	260	1	0.900	1	1	1	0.227
1	1	64	264	8	0.400	2	2	1	0.363
1	1	65	268	12	0.750	1	1	1	0.266
