task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	3	1	12	8	0.500	1	1	1	0.307
1	3	2	16	13	0.350	1	1	1	0.392
1	3	3	20	4	0.150	1	1	1	0.425
1	3	4	24	3	0.100	1	1	1	0.368
1	3	5	28	6	0.900	1	1	1	0.342
1	3	6	32	5	0.100	2	2	1	0.516
1	3	7	36	1	0.200	2	2	1	0.361
1	3	8	40	9	0.550	1	1	1	0.357
1	3	9	44	11	0.750	2	2	1	0.479
1	3	10	48	2	0.550	2	2	1	0.341
1	3	11	52	NaN	NaN	NaN	NaN	NaN	NaN
1	3	12	56	10	0.900	2	2	1	0.449
1	3	13	60	7	0.350	1	1	1	0.354
1	3	14	64	NaN	NaN	NaN	NaN	NaN	NaN
1	3	15	68	12	0.150	1	1	1	0.397
1	3	16	72	8	0.800	1	1	1	0.397
1	3	17	76	NaN	NaN	NaN	NaN	NaN	NaN
1	3	18	80	4	0.650	1	1	1	0.328
1	3	19	84	9	0.150	2	2	1	0.423
1	3	20	88	10	0.550	2	2	1	0.375
1	3	21	92	NaN	NaN	NaN	NaN	NaN	NaN
1	3	22	96	5	0.500	2	2	1	0.369
1	3	23	100	11	0.800	2	2	1	0.401
1	3	24	104	2	0.900	1	1	1	0.265
1	3	25	108	3	0.250	2	2	1	0.371
1	3	26	112	7	0.750	1	1	1	0.313
1	3	27	116	1	0.750	1	2	0	0.293
1	3	28	120	6	0.200	2	2	1	0.424
1	3	29	124	12	0.700	2	2	1	0.355
1	3	30	128	NaN	NaN	NaN	NaN	NaN	NaN
1	3	31	132	13	0.650	1	1	1	0.311
1	3	32	136	3	0.150	2	2	1	0.426
1	3	33	140	6	0.200	1	1	1	0.374
1	3	34	144	NaN	NaN	NaN	NaN	NaN	NaN
1	3	35	148	NaN	NaN	NaN	NaN	NaN	NaN
1	3	36	152	1	0.900	1	1	1	0.255
1	3	37	156	10	0.450	1	1	1	0.393
1	3	38	160	12	0.300	1	1	1	0.330
1	3	39	164	4	0.150	1	1	1	0.357
1	3	40	168	NaN	NaN	NaN	NaN	NaN	NaN
1	3	41	172	9	0.900	2	2	1	0.268
1	3	42	176	13	0.850	1	1	1	0.433
1	3	43	180	8	0.800	2	2	1	0.301
1	3	44	184	7	0.600	2	2	1	0.420
1	3	45	188	5	0.650	2	2	1	0.238
1	3	46	192	2	0.700	2	2	1	0.223
1	3	47	196	11	0.150	1	1	1	0.454
1	3	48	200	1	0.900	2	2	1	0.249
1	3	49	204	11	0.700	2	2	1	0.248
1	3	50	208	2	0.800	1	1	1	0.235
1	3	51	212	7	0.550	2	2	1	0.301
1	3	52	216	5	0.450	1	1	1	0.413
1	3	53	220	3	0.150	2	2	1	0.361
1	3	54	224	6	0.850	1	1	1	0.239
1	3	55	228	4	0.250	2	2	1	0.426
1	3	56	232	NaN	NaN	NaN	NaN	NaN	NaN
1	3	57	236	13	0.100	2	2	1	0.449
1	3	58	240	NaN	NaN	NaN	NaN	NaN	NaN
1	3	59	244	10	0.800	2	2	1	0.324
1	3	60	248	NaN	NaN	NaN	NaN	NaN	NaN
1	3	61	252	NaN	NaN	NaN	NaN	NaN	NaN
1	3	62	256	8	0.450	1	1	1	0.442
1	3	63	260	12	0.100	1	1	1	0.445
1	3	64	264	9	0.700	2	2	1	0.265
1	3	65	268	NaN	NaN	NaN	NaN	NaN	NaN
