task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	3	1	12	8	0.500	1	1	1	0.297
2	3	2	16	13	0.350	1	1	1	0.363
2	3	3	20	4	0.150	1	1	1	0.369
2	3	4	24	3	0.100	1	1	1	0.426
2	3	5	28	6	0.900	1	1	1	0.316
2	3	6	32	5	0.100	2	2	1	0.436
2	3	7	36	1	0.200	2	2	1	0.367
2	3	8	40	9	0.550	1	1	1	0.290
2	3	9	44	11	0.750	2	2	1	0.267
2	3	10	48	2	0.550	2	2	1	0.255
2	3	11	52	NaN	NaN	NaN	NaN	NaN	NaN
2	3	12	56	10	0.900	2	2	1	0.376
2	3	13	60	7	0.350	1	1	1	0.375
2	3	14	64	NaN	NaN	NaN	NaN	NaN	NaN
2	3	15	68	12	0.150	1	1	1	0.439
2	3	16	72	8	0.800	1	1	1	0.391
2	3	17	76	NaN	NaN	NaN	NaN	NaN	NaN
2	3	18	80	4	0.650	1	1	1	0.367
2	3	19	84	9	0.150	2	2	1	0.481
2	3	20	88	10	0.550	2	2	1	0.543
2	3	21	92	NaN	NaN	NaN	NaN	NaN	NaN
2	3	22	96	5	0.500	2	2	1	0.348
2	3	23	100	11	0.800	2	2	1	0.416
2	3	24	104	2	0.900	1	1	1	0.385
2	3	25	108	3	0.250	2	2	1	0.336
2	3	26	112	7	0.750	1	1	1	0.266
2	3	27	116	1	0.750	1	1	1	0.307
2	3	28	120	6	0.200	2	2	1	0.582
2	3	29	124	12	0.700	2	2	1	0.407
2	3	30	128	NaN	NaN	NaN	NaN	NaN	NaN
2	3	31	132	13	0.650	1	1	1	0.312
2	3	32	136	3	0.150	2	2	1	0.481
2	3	33	140	6	0.200	1	1	1	0.415
2	3	34	144	NaN	NaN	NaN	NaN	NaN	NaN
2	3	35	148	NaN	NaN	NaN	NaN	NaN	NaN
2	3	36	152	1	0.900	1	1	1	0.355
2	3	37	156	10	0.450	1	1	1	0.441
2	3	38	160	12	0.300	1	1	1	0.331
2	3	39	164	4	0.150	1	1	1	0.512
2	3	40	168	NaN	NaN	NaN	NaN	NaN	NaN
2	3	41	172	9	0.900	2	2	1	0.356
2	3	42	176	13	0.850	1	1	1	0.274
2	3	43	180	8	0.800	2	2	1	0.388
2	3	44	184	7	0.600	2	2	1	0.468
2	3	45	188	5	0.650	2	2	1	0.704
2	3	46	192	2	0.700	2	2	1	0.389
2	3	47	196	11	0.150	1	1	1	0.604
2	3	48	200	1	0.900	2	2	1	0.375
2	3	49	204	11	0.700	2	2	1	0.422
2	3	50	208	2	0.800	1	1	1	0.412
2	3	51	212	7	0.550	2	2	1	0.403
2	3	52	216	5	0.450	1	1	1	0.453
2	3	53	220	3	0.150	2	2	1	0.479
2	3	54	224	6	0.850	1	1	1	0.390
2	3	55	228	4	0.250	2	2	1	0.382
2	3	56	232	NaN	NaN	NaN	NaN	NaN	NaN
2	3	57	236	13	0.100	2	2	1	0.461
2	3	58	240	NaN	NaN	NaN	NaN	NaN	NaN
2	3	59	244	10	0.800	2	2	1	0.384
2	3	60	248	NaN	NaN	NaN	NaN	NaN	NaN
2	3	61	252	NaN	NaN	NaN	NaN	NaN	NaN
2	3	62	256	8	0.450	1	1	1	0.371
2	3	63	260	12	0.100	1	1	1	0.409
2	3	64	264	9	0.700	2	2	1	0.316
2	3	65	268	NaN	NaN	NaN	NaN	NaN	NaN
