onset	duration	node	response_time	accuracy
12	1	5	0.242	0
16	1	3	0.583	1
20	1	12	0.057	1
24	1	10	0.519	1
32	1	13	0.330	1
36	1	8	0.350	1
44	1	2	0.454	1
48	1	1	0.420	1
52	1	7	0.321	1
60	1	9	0.399	1
64	1	6	0.333	1
68	1	11	0.445	1
72	1	4	0.435	1
76	1	12	0.331	1
80	1	13	0.366	1
84	1	10	0.393	1
88	1	9	0.369	1
96	1	7	0.476	1
100	1	4	0.429	1
104	1	8	0.545	1
108	1	11	0.382	1
112	1	5	0.352	1
116	1	2	0.329	1
124	1	3	0.310	1
128	1	6	0.262	1
132	1	1	0.394	1
136	1	1	0.483	1
144	1	8	0.392	1
148	1	2	0.450	1
152	1	3	0.219	1
156	1	6	0.325	0
164	1	12	0.245	1
168	1	13	0.276	1
176	1	7	0.246	1
188	1	10	0.350	1
192	1	9	0.305	1
200	1	4	0.315	1
204	1	5	0.298	1
208	1	11	0.324	1
212	1	2	0.421	1
216	1	4	0.461	1
220	1	3	0.319	1
224	1	10	0.379	1
228	1	11	0.331	1
232	1	13	0.346	1
236	1	9	0.358	1
244	1	7	0.342	1
248	1	5	0.345	1
252	1	6	0.386	1
260	1	1	0.227	1
264	1	8	0.363	1
268	1	12	0.266	1
