onset	duration	node	response_time	accuracy
12	1	6	0.767	1
16	1	9	0.360	1
20	1	1	0.468	1
24	1	7	0.385	1
28	1	4	0.300	1
36	1	13	0.334	1
48	1	10	0.432	1
52	1	3	0.360	1
56	1	5	0.327	1
60	1	11	0.339	1
64	1	2	0.353	1
68	1	8	0.432	1
72	1	12	0.296	1
76	1	8	0.343	1
80	1	9	0.256	1
84	1	11	0.370	1
88	1	5	0.286	1
96	1	12	0.370	1
100	1	10	0.318	0
104	1	3	0.356	1
108	1	1	0.376	1
112	1	13	0.263	1
120	1	4	0.354	1
124	1	7	0.335	1
132	1	2	0.234	1
136	1	6	0.292	1
148	1	1	0.397	1
156	1	7	0.405	1
160	1	11	0.359	1
164	1	2	0.366	1
172	1	4	0.450	1
176	1	10	0.338	1
180	1	13	0.376	1
184	1	6	0.248	1
188	1	3	0.277	1
192	1	12	0.312	1
196	1	9	0.346	1
200	1	5	0.497	1
208	1	8	0.517	1
212	1	13	0.404	1
216	1	8	0.231	1
220	1	9	0.361	1
224	1	10	0.280	1
228	1	7	0.355	1
232	1	3	0.523	1
236	1	4	0.545	1
240	1	1	0.350	0
244	1	5	0.413	1
248	1	6	0.367	1
252	1	11	0.347	1
256	1	2	0.389	1
260	1	12	0.296	1
