onset	duration	node	response_time	accuracy
12	1	6	0.709	1
16	1	9	0.368	1
20	1	1	0.409	1
24	1	7	0.474	1
28	1	4	0.375	1
36	1	13	0.358	1
48	1	10	0.440	1
52	1	3	0.588	1
56	1	5	0.373	1
60	1	11	0.380	1
64	1	2	0.834	1
68	1	8	0.343	1
72	1	12	0.354	1
76	1	8	0.300	1
80	1	9	0.367	1
84	1	11	0.325	1
88	1	5	0.364	1
96	1	12	0.446	1
100	1	10	0.382	1
104	1	3	0.392	1
108	1	1	0.301	1
112	1	13	0.497	1
120	1	4	0.386	1
124	1	7	0.434	1
132	1	2	0.336	1
136	1	6	0.415	1
148	1	1	0.487	1
156	1	7	0.300	1
160	1	11	0.422	1
164	1	2	0.313	1
172	1	4	0.360	1
176	1	10	0.554	1
180	1	13	0.392	1
184	1	6	0.268	1
188	1	3	0.282	1
192	1	12	0.326	1
196	1	9	0.440	1
200	1	5	0.335	1
208	1	8	0.435	1
212	1	13	0.524	1
216	1	8	0.409	1
220	1	9	0.300	1
224	1	10	0.292	1
228	1	7	0.378	1
232	1	3	0.410	1
236	1	4	0.472	1
240	1	1	0.341	1
244	1	5	0.475	1
248	1	6	0.328	1
252	1	11	0.326	1
256	1	2	0.384	1
260	1	12	0.430	1
