onset	duration	node	response_time	accuracy
12	1	9	0.468	1
16	1	4	0.309	0
20	1	2	0.351	1
24	1	13	0.325	1
28	1	7	0.267	1
32	1	12	0.273	1
36	1	1	0.378	1
44	1	8	0.329	1
48	1	10	0.616	1
52	1	11	0.333	1
56	1	6	0.717	1
60	1	5	0.259	1
64	1	3	0.408	1
76	1	5	0.406	1
84	1	2	0.370	1
88	1	9	0.347	1
96	1	10	0.416	1
100	1	13	0.384	1
108	1	6	0.354	1
112	1	11	0.411	1
116	1	1	0.419	1
124	1	3	0.467	1
128	1	7	0.315	1
132	1	12	0.480	1
136	1	8	0.292	1
140	1	4	0.305	1
144	1	8	0.314	1
156	1	13	0.285	1
160	1	1	0.290	1
164	1	12	0.403	1
172	1	4	0.393	1
176	1	5	0.331	1
180	1	11	0.320	1
188	1	7	0.350	1
192	1	2	0.334	1
196	1	10	0.446	1
200	1	6	0.368	1
204	1	9	0.338	1
208	1	3	0.342	1
212	1	8	0.318	1
216	1	6	0.422	1
220	1	3	0.345	1
224	1	13	0.345	1
228	1	7	0.321	1
232	1	2	0.395	1
236	1	12	0.520	1
240	1	1	0.318	1
244	1	5	0.461	1
248	1	10	0.330	1
252	1	4	0.250	1
260	1	11	0.624	1
264	1	9	0.369	1
