onset	duration	node	response_time	accuracy
12	1	9	0.357	1
16	1	4	0.289	1
20	1	2	0.434	1
24	1	13	0.502	1
28	1	7	0.433	1
32	1	12	0.307	1
36	1	1	0.317	1
44	1	8	0.824	1
48	1	10	0.419	1
52	1	11	0.308	1
56	1	6	0.381	1
60	1	5	0.276	1
64	1	3	0.309	1
76	1	5	0.354	1
84	1	2	0.340	1
88	1	9	0.332	1
96	1	10	0.298	1
100	1	13	0.335	1
108	1	6	0.375	1
112	1	11	0.634	1
116	1	1	0.400	1
124	1	3	0.398	1
128	1	7	0.359	1
132	1	12	0.438	1
136	1	8	0.279	1
140	1	4	0.536	1
144	1	8	0.343	1
156	1	13	0.333	1
160	1	1	0.301	1
164	1	12	0.367	0
172	1	4	0.306	1
176	1	5	0.362	1
180	1	11	0.559	1
188	1	7	0.371	1
192	1	2	0.313	1
196	1	10	0.586	1
200	1	6	0.441	1
204	1	9	0.445	1
208	1	3	0.354	1
212	1	8	0.441	1
216	1	6	0.434	1
220	1	3	0.353	1
224	1	13	0.398	1
228	1	7	0.445	1
232	1	2	0.378	0
236	1	12	0.460	1
240	1	1	0.351	1
244	1	5	0.406	1
248	1	10	0.378	1
252	1	4	0.321	1
260	1	11	0.428	1
264	1	9	0.361	1
