task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	1	1	12	6	0.250	2	2	1	0.767
1	1	2	16	9	0.550	2	2	1	0.360
1	1	3	20	1	0.700	1	1	1	0.468
1	1	4	24	7	0.100	2	2	1	0.385
1	1	5	28	4	0.750	1	1	1	0.300
1	1	6	32	NaN	NaN	NaN	NaN	NaN	NaN
1	1	7	36	13	0.800	2	2	1	0.334
1	1	8	40	NaN	NaN	NaN	NaN	NaN	NaN
1	1	9	44	NaN	NaN	NaN	NaN	NaN	NaN
1	1	10	48	10	0.400	2	2	1	0.432
1	1	11	52	3	0.200	2	2	1	0.360
1	1	12	56	5	0.400	2	2	1	0.327
1	1	13	60	11	0.200	1	1	1	0.339
1	1	14	64	2	0.100	2	2	1	0.353
1	1	15	68	8	0.600	2	2	1	0.432
1	1	16	72	12	0.750	2	2	1	0.296
1	1	17	76	8	0.800	1	1	1	0.343
1	1	18	80	9	0.650	2	2	1	0.256
1	1	19	84	11	0.450	2	2	1	0.370
1	1	20	88	5	0.550	1	1	1	0.286
1	1	21	92	NaN	NaN	NaN	NaN	NaN	NaN
1	1	22	96	12	0.700	1	1	1	0.370
1	1	23	100	10	0.300	1	2	0	0.318
1	1	24	104	3	0.250	1	1	1	0.356
1	1	25	108	1	0.500	1	1	1	0.376
1	1	26	112	13	0.800	2	2	1	0.263
1	1	27	116	NaN	NaN	NaN	NaN	NaN	NaN
1	1	28	120	4	0.350	1	1	1	0.354
1	1	29	124	7	0.100	1	1	1	0.335
1	1	30	128	NaN	NaN	NaN	NaN	NaN	NaN
1	1	31	132	2	0.850	2	2	1	0.234
1	1	32	136	6	0.750	1	1	1	0.292
1	1	33	140	NaN	NaN	NaN	NaN	NaN	NaN
1	1	34	144	NaN	NaN	NaN	NaN	NaN	NaN
1	1	35	148	1	0.200	2	2	1	0.397
1	1	36	152	NaN	NaN	NaN	NaN	NaN	NaN
1	1	37	156	7	0.500	1	1	1	0.405
1	1	38	160	11	0.300	1	1	1	0.359
1	1	39	164	2	0.650	1	1	1	0.366
1	1	40	168	NaN	NaN	NaN	NaN	NaN	NaN
1	1	41	172	4	0.500	2	2	1	0.450
1	1	42	176	10	0.750	2	2	1	0.338
1	1	43	180	13	0.400	2	2	1	0.376
1	1	44	184	6	0.900	1	1	1	0.248
1	1	45	188	3	0.600	1	1	1	0.277
1	1	46	192	12	0.450	1	1	1	0.312
1	1	47	196	9	0.850	2	2	1	0.346
1	1	48	200	5	0.600	2	2	1	0.497
1	1	49	204	NaN	NaN	NaN	NaN	NaN	NaN
1	1	50	208	8	0.250	2	2	1	0.517
1	1	51	212	13	0.100	2	2	1	0.404
1	1	52	216	8	0.850	1	1	1	0.231
1	1	53	220	9	0.500	2	2	1	0.361
1	1	54	224	10	0.600	1	1	1	0.280
1	1	55	228	7	0.350	1	1	1	0.355
1	1	56	232	3	0.300	2	2	1	0.523
1	1	57	236	4	0.100	1	1	1	0.545
1	1	58	240	1	0.500	2	1	0	0.350
1	1	59	244	5	0.150	1	1	1	0.413
1	1	60	248	6	0.650	1	1	1	0.367
1	1	61	252	11	0.850	2	2	1	0.347
1	1	62	256	2	0.550	1	1	1	0.389
1	1	63	260	12	0.800	1	1	1	0.296
1	1	64	264	NaN	NaN	NaN	NaN	NaN	NaN
1	1	65	268	NaN	NaN	NaN	NaN	NaN	NaN
