onset	duration	node	response_time	accuracy
12	1	2	0.610	1
16	1	3	0.480	1
20	1	7	0.745	1
24	1	1	0.559	1
28	1	8	0.565	1
32	1	5	0.429	1
36	1	12	0.670	1
44	1	13	0.639	1
52	1	11	0.520	1
56	1	9	0.480	1
64	1	6	0.520	1
68	1	4	0.559	1
76	1	10	0.454	1
84	1	2	0.537	1
92	1	4	0.598	0
100	1	5	0.713	1
108	1	9	0.603	1
112	1	3	0.453	1
116	1	13	0.521	1
120	1	1	0.593	1
124	1	11	0.526	1
128	1	12	0.736	1
132	1	8	0.597	1
136	1	10	0.443	1
140	1	7	0.579	1
144	1	6	0.583	1
148	1	12	0.567	1
152	1	1	0.491	1
156	1	13	0.595	1
160	1	10	0.588	1
164	1	11	0.823	1
168	1	6	0.434	1
180	1	3	0.531	1
184	1	2	0.766	1
188	1	4	0.756	1
192	1	9	0.710	1
196	1	7	0.585	1
200	1	8	0.560	1
204	1	5	0.944	1
208	1	12	0.726	1
212	1	8	0.538	1
216	1	11	0.417	1
220	1	5	0.637	1
232	1	4	0.845	1
236	1	7	0.748	1
240	1	10	0.553	1
248	1	1	0.495	1
252	1	6	0.545	1
256	1	2	0.473	1
260	1	9	0.665	1
264	1	13	1.096	1
268	1	3	0.452	1
