onset	duration	node	response_time	accuracy
12	1	11	0.613	1
16	1	6	0.892	1
20	1	4	0.583	1
24	1	12	0.519	1
28	1	10	0.530	1
32	1	2	0.578	1
40	1	5	0.468	1
44	1	9	0.553	1
48	1	1	0.523	1
52	1	8	0.420	1
56	1	13	0.388	1
60	1	3	0.513	1
64	1	7	0.787	1
68	1	13	0.415	1
72	1	4	0.573	1
76	1	9	0.374	1
80	1	1	0.615	1
84	1	2	0.561	1
88	1	12	0.388	1
96	1	8	0.650	1
104	1	11	0.463	1
108	1	7	0.494	1
112	1	6	0.558	1
116	1	3	0.658	1
128	1	5	0.483	1
136	1	10	0.497	1
140	1	7	0.535	1
144	1	8	0.437	1
148	1	1	0.524	1
152	1	12	0.537	1
156	1	2	0.611	1
160	1	11	0.473	1
168	1	3	0.479	1
172	1	4	0.467	1
176	1	5	0.461	1
180	1	6	0.673	1
184	1	10	0.442	1
188	1	9	0.523	1
192	1	13	0.584	1
196	1	7	0.500	1
204	1	13	0.550	1
212	1	5	0.704	1
216	1	1	0.367	1
224	1	2	0.478	1
228	1	8	0.440	1
232	1	6	0.602	1
236	1	10	0.408	1
244	1	4	0.702	1
256	1	9	0.430	1
260	1	3	0.442	1
264	1	11	0.503	1
268	1	12	0.474	1
