onset	duration	node	response_time	accuracy
12	1	9	0.500	1
20	1	2	0.499	1
24	1	4	0.398	1
28	1	6	0.441	1
32	1	7	0.584	1
36	1	10	0.488	1
44	1	5	0.463	1
48	1	1	0.477	1
52	1	8	0.542	1
56	1	3	0.536	1
60	1	11	0.605	0
64	1	13	0.668	1
68	1	12	0.554	1
76	1	2	0.427	1
80	1	12	0.485	1
88	1	11	0.486	1
92	1	1	0.430	1
100	1	10	0.671	1
104	1	3	0.473	1
108	1	13	0.395	1
120	1	6	0.343	1
124	1	5	0.677	1
128	1	9	0.521	1
132	1	7	0.578	1
136	1	4	0.778	1
140	1	8	0.656	1
148	1	8	0.782	1
156	1	4	0.629	1
160	1	13	0.527	1
164	1	6	0.543	1
168	1	7	0.541	1
172	1	3	0.758	1
176	1	12	0.641	1
180	1	5	0.530	1
184	1	1	0.559	1
188	1	2	0.465	1
192	1	10	0.767	1
196	1	9	0.404	1
200	1	11	0.592	1
204	1	10	1.175	1
208	1	12	0.575	1
212	1	4	0.779	0
220	1	6	0.646	1
228	1	5	0.571	1
232	1	2	0.494	1
236	1	11	0.714	1
240	1	7	1.009	1
244	1	13	0.442	1
248	1	9	0.465	1
252	1	3	0.386	1
264	1	1	0.622	1
268	1	8	0.631	1
