task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	1	1	12	6	0.250	2	2	1	0.709
2	1	2	16	9	0.550	2	2	1	0.368
2	1	3	20	1	0.700	1	1	1	0.409
2	1	4	24	7	0.100	2	2	1	0.474
2	1	5	28	4	0.750	1	1	1	0.375
2	1	6	32	NaN	NaN	NaN	NaN	NaN	NaN
2	1	7	36	13	0.800	2	2	1	0.358
2	1	8	40	NaN	NaN	NaN	NaN	NaN	NaN
2	1	9	44	NaN	NaN	NaN	NaN	NaN	NaN
2	1	10	48	10	0.400	2	2	1	0.440
2	1	11	52	3	0.200	2	2	1	0.588
2	1	12	56	5	0.400	2	2	1	0.373
2	1	13	60	11	0.200	1	1	1	0.380
2	1	14	64	2	0.100	2	2	1	0.834
2	1	15	68	8	0.600	2	2	1	0.343
2	1	16	72	12	0.750	2	2	1	0.354
2	1	17	76	8	0.800	1	1	1	0.300
2	1	18	80	9	0.650	2	2	1	0.367
2	1	19	84	11	0.450	2	2	1	0.325
2	1	20	88	5	0.550	1	1	1	0.364
2	1	21	92	NaN	NaN	NaN	NaN	NaN	NaN
2	1	22	96	12	0.700	1	1	1	0.446
2	1	23	100	10	0.300	1	1	1	0.382
2	1	24	104	3	0.250	1	1	1	0.392
2	1	25	108	1	0.500	1	1	1	0.301
2	1	26	112	13	0.800	2	2	1	0.497
2	1	27	116	NaN	NaN	NaN	NaN	NaN	NaN
2	1	28	120	4	0.350	1	1	1	0.386
2	1	29	124	7	0.100	1	1	1	0.434
2	1	30	128	NaN	NaN	NaN	NaN	NaN	NaN
2	1	31	132	2	0.850	2	2	1	0.336
2	1	32	136	6	0.750	1	1	1	0.415
2	1	33	140	NaN	NaN	NaN	NaN	NaN	NaN
2	1	34	144	NaN	NaN	NaN	NaN	NaN	NaN
2	1	35	148	1	0.200	2	2	1	0.487
2	1	36	152	NaN	NaN	NaN	NaN	NaN	NaN
2	1	37	156	7	0.500	1	1	1	0.300
2	1	38	160	11	0.300	1	1	1	0.422
2	1	39	164	2	0.650	1	1	1	0.313
2	1	40	168	NaN	NaN	NaN	NaN	NaN	NaN
2	1	41	172	4	0.500	2	2	1	0.360
2	1	42	176	10	0.750	2	2	1	0.554
2	1	43	180	13	0.400	2	2	1	0.392
2	1	44	184	6	0.900	1	1	1	0.268
2	1	45	188	3	0.600	1	1	1	0.282
2	1	46	192	12	0.450	1	1	1	0.326
2	1	47	196	9	0.850	2	2	1	0.440
2	1	48	200	5	0.600	2	2	1	0.335
2	1	49	204	NaN	NaN	NaN	NaN	NaN	NaN
2	1	50	208	8	0.250	2	2	1	0.435
2	1	51	212	13	0.100	2	2	1	0.524
2	1	52	216	8	0.850	1	1	1	0.409
2	1	53	220	9	0.500	2	2	1	0.300
2	1	54	224	10	0.600	1	1	1	0.292
2	1	55	228	7	0.350	1	1	1	0.378
2	1	56	232	3	0.300	2	2	1	0.410
2	1	57	236	4	0.100	1	1	1	0.472
2	1	58	240	1	0.500	2	2	1	0.341
2	1	59	244	5	0.150	1	1	1	0.475
2	1	60	248	6	0.650	1	1	1	0.328
2	1	61	252	11	0.850	2	2	1	0.326
2	1	62	256	2	0.550	1	1	1	0.384
2	1	63	260	12	0.800	1	1	1	0.430
2	1	64	264	NaN	NaN	NaN	NaN	NaN	NaN
2	1	65	268	NaN	NaN	NaN	NaN	NaN	NaN
