task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	3	1	12	12	0.200	1	1	1	0.305
2	3	2	16	NaN	NaN	NaN	NaN	NaN	NaN
2	3	3	20	9	0.250	1	1	1	0.364
2	3	4	24	13	0.800	1	1	1	0.334
2	3	5	28	NaN	NaN	NaN	NaN	NaN	NaN
2	3	6	32	5	0.400	2	2	1	0.278
2	3	7	36	6	0.350	1	2	0	0.420
2	3	8	40	11	0.300	2	2	1	0.429
2	3	9	44	10	0.200	2	1	0	0.356
2	3	10	48	7	0.350	2	2	1	0.390
2	3	11	52	4	0.100	2	2	1	0.409
2	3	12	56	3	0.200	2	2	1	0.396
2	3	13	60	NaN	NaN	NaN	NaN	NaN	NaN
2	3	14	64	1	0.500	1	1	1	0.325
2	3	15	68	8	0.350	1	1	1	0.408
2	3	16	72	2	0.200	1	1	1	0.324
2	3	17	76	2	0.600	2	2	1	0.318
2	3	18	80	NaN	NaN	NaN	NaN	NaN	NaN
2	3	19	84	1	0.700	1	1	1	0.317
2	3	20	88	9	0.100	2	2	1	0.473
2	3	21	92	10	0.900	1	1	1	0.292
2	3	22	96	3	0.400	1	1	1	0.334
2	3	23	100	6	0.850	1	1	1	0.289
2	3	24	104	5	0.650	2	2	1	0.476
2	3	25	108	7	0.700	1	NaN	0	NaN
2	3	26	112	11	0.650	1	1	1	0.311
2	3	27	116	NaN	NaN	NaN	NaN	NaN	NaN
2	3	28	120	NaN	NaN	NaN	NaN	NaN	NaN
2	3	29	124	13	0.100	1	1	1	0.373
2	3	30	128	8	0.300	1	1	1	0.295
2	3	31	132	12	0.600	1	1	1	0.348
2	3	32	136	NaN	NaN	NaN	NaN	NaN	NaN
2	3	33	140	4	0.850	2	2	1	0.477
2	3	34	144	2	0.500	2	2	1	0.389
2	3	35	148	3	0.150	2	2	1	0.867
2	3	36	152	NaN	NaN	NaN	NaN	NaN	NaN
2	3	37	156	NaN	NaN	NaN	NaN	NaN	NaN
2	3	38	160	12	0.700	2	2	1	0.397
2	3	39	164	4	0.750	2	2	1	0.412
2	3	40	168	13	0.400	2	2	1	0.282
2	3	41	172	1	0.250	2	2	1	0.343
2	3	42	176	7	0.900	1	1	1	0.347
2	3	43	180	8	0.450	2	2	1	0.386
2	3	44	184	5	0.700	2	1	0	0.401
2	3	45	188	6	0.600	1	1	1	0.417
2	3	46	192	NaN	NaN	NaN	NaN	NaN	NaN
2	3	47	196	10	0.400	2	2	1	0.363
2	3	48	200	9	0.450	1	1	1	0.333
2	3	49	204	11	0.100	2	2	1	0.423
2	3	50	208	1	0.700	1	1	1	0.277
2	3	51	212	8	0.800	2	2	1	0.441
2	3	52	216	NaN	NaN	NaN	NaN	NaN	NaN
2	3	53	220	5	0.750	1	1	1	0.323
2	3	54	224	3	0.500	1	NaN	0	NaN
2	3	55	228	12	0.400	1	1	1	0.426
2	3	56	232	NaN	NaN	NaN	NaN	NaN	NaN
2	3	57	236	NaN	NaN	NaN	NaN	NaN	NaN
2	3	58	240	2	0.100	2	2	1	0.476
2	3	59	244	13	0.200	1	1	1	0.315
2	3	60	248	9	0.450	2	2	1	0.316
2	3	61	252	6	0.800	1	1	1	0.458
2	3	62	256	10	0.400	2	NaN	0	NaN
2	3	63	260	11	0.850	2	2	1	0.320
2	3	64	264	4	0.650	1	1	1	0.545
2	3	65	268	7	0.850	2	2	1	0.537
