onset	duration	node	response_time	accuracy
12	1	12	0.456	1
20	1	9	0.302	1
24	1	13	0.405	1
32	1	5	0.378	1
36	1	6	0.357	1
40	1	11	0.297	1
44	1	10	0.412	1
48	1	7	0.427	1
52	1	4	0.425	1
56	1	3	0.341	1
64	1	1	0.350	1
68	1	8	0.497	1
72	1	2	0.329	1
76	1	2	0.279	1
84	1	1	0.377	1
88	1	9	0.469	1
92	1	10	0.416	1
96	1	3	0.379	1
100	1	6	0.375	1
104	1	5	0.390	1
108	1	7	0.363	1
112	1	11	0.499	1
124	1	13	0.722	1
128	1	8	0.651	1
132	1	12	NaN	0
140	1	4	0.355	1
144	1	2	0.361	1
148	1	3	0.360	1
160	1	12	0.400	1
164	1	4	0.420	1
168	1	13	0.506	1
172	1	1	0.366	1
176	1	7	0.289	1
180	1	8	0.323	1
184	1	5	0.341	1
188	1	6	0.376	1
196	1	10	0.363	1
200	1	9	0.322	1
204	1	11	0.526	1
208	1	1	0.317	1
212	1	8	0.292	1
220	1	5	0.419	1
224	1	3	0.429	1
228	1	12	0.527	1
240	1	2	0.442	1
244	1	13	0.619	1
248	1	9	0.282	1
252	1	6	0.378	1
256	1	10	0.515	1
260	1	11	0.490	1
264	1	4	0.402	1
268	1	7	0.382	1
