onset	duration	node	response_time	accuracy
12	1	6	0.381	1
16	1	9	0.327	1
20	1	10	0.325	1
24	1	13	0.381	1
28	1	8	0.374	1
32	1	2	0.332	1
40	1	11	0.324	1
44	1	3	0.569	1
48	1	4	0.134	0
52	1	1	0.387	1
56	1	12	0.391	1
60	1	5	0.325	1
64	1	7	0.313	1
68	1	12	0.386	1
72	1	13	0.412	1
76	1	6	0.482	1
88	1	3	0.411	1
92	1	10	0.414	1
96	1	7	0.326	1
100	1	9	0.421	1
104	1	2	0.381	1
108	1	5	0.445	1
112	1	8	0.311	1
116	1	1	0.421	1
124	1	4	0.281	1
128	1	11	0.463	1
140	1	13	0.392	1
152	1	10	0.363	1
156	1	4	0.428	1
160	1	12	0.543	1
164	1	9	0.652	1
172	1	2	0.424	1
176	1	3	NaN	0
180	1	6	0.400	1
184	1	7	0.319	1
188	1	5	0.367	1
192	1	1	0.104	0
196	1	8	0.381	1
204	1	11	0.407	1
208	1	9	0.411	1
212	1	11	0.585	1
216	1	2	NaN	0
220	1	12	NaN	0
224	1	6	0.366	1
232	1	4	0.380	1
236	1	1	0.404	1
240	1	13	NaN	0
244	1	5	0.462	1
248	1	7	0.346	1
260	1	10	0.337	1
264	1	3	0.424	1
268	1	8	0.378	1
