onset	duration	node	response_time	accuracy
12	1	12	0.305	1
20	1	9	0.364	1
24	1	13	0.334	1
32	1	5	0.278	1
36	1	6	0.420	0
40	1	11	0.429	1
44	1	10	0.356	0
48	1	7	0.390	1
52	1	4	0.409	1
56	1	3	0.396	1
64	1	1	0.325	1
68	1	8	0.408	1
72	1	2	0.324	1
76	1	2	0.318	1
84	1	1	0.317	1
88	1	9	0.473	1
92	1	10	0.292	1
96	1	3	0.334	1
100	1	6	0.289	1
104	1	5	0.476	1
108	1	7	NaN	0
112	1	11	0.311	1
124	1	13	0.373	1
128	1	8	0.295	1
132	1	12	0.348	1
140	1	4	0.477	1
144	1	2	0.389	1
148	1	3	0.867	1
160	1	12	0.397	1
164	1	4	0.412	1
168	1	13	0.282	1
172	1	1	0.343	1
176	1	7	0.347	1
180	1	8	0.386	1
184	1	5	0.401	0
188	1	6	0.417	1
196	1	10	0.363	1
200	1	9	0.333	1
204	1	11	0.423	1
208	1	1	0.277	1
212	1	8	0.441	1
220	1	5	0.323	1
224	1	3	NaN	0
228	1	12	0.426	1
240	1	2	0.476	1
244	1	13	0.315	1
248	1	9	0.316	1
252	1	6	0.458	1
256	1	10	NaN	0
260	1	11	0.320	1
264	1	4	0.545	1
268	1	7	0.537	1
