task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	2	1	12	5	0.450	1	1	1	0.342
2	2	2	16	3	0.500	1	1	1	0.358
2	2	3	20	6	0.750	2	2	1	0.308
2	2	4	24	10	0.650	1	1	1	0.318
2	2	5	28	8	0.100	2	1	0	0.352
2	2	6	32	12	0.500	2	2	1	0.352
2	2	7	36	1	0.600	2	2	1	0.265
2	2	8	40	13	0.150	2	2	1	0.355
2	2	9	44	NaN	NaN	NaN	NaN	NaN	NaN
2	2	10	48	9	0.600	2	2	1	0.382
2	2	11	52	7	0.450	1	1	1	0.455
2	2	12	56	NaN	NaN	NaN	NaN	NaN	NaN
2	2	13	60	2	0.600	2	2	1	0.298
2	2	14	64	NaN	NaN	NaN	NaN	NaN	NaN
2	2	15	68	NaN	NaN	NaN	NaN	NaN	NaN
2	2	16	72	4	0.650	2	2	1	0.384
2	2	17	76	11	0.650	2	2	1	0.376
2	2	18	80	6	0.250	2	2	1	0.294
2	2	19	84	8	0.750	1	1	1	0.346
2	2	20	88	11	0.800	2	2	1	0.419
2	2	21	92	1	0.450	1	1	1	0.387
2	2	22	96	2	0.350	1	1	1	0.402
2	2	23	100	10	0.200	1	1	1	0.372
2	2	24	104	12	0.750	2	2	1	0.269
2	2	25	108	4	0.700	2	2	1	0.316
2	2	26	112	NaN	NaN	NaN	NaN	NaN	NaN
2	2	27	116	9	0.150	2	2	1	0.449
2	2	28	120	3	0.300	2	2	1	0.312
2	2	29	124	NaN	NaN	NaN	NaN	NaN	NaN
2	2	30	128	13	0.100	1	1	1	0.364
2	2	31	132	5	0.350	1	1	1	0.341
2	2	32	136	7	0.100	2	2	1	0.447
2	2	33	140	NaN	NaN	NaN	NaN	NaN	NaN
2	2	34	144	13	0.600	2	2	1	0.367
2	2	35	148	11	0.650	2	2	1	0.329
2	2	36	152	NaN	NaN	NaN	NaN	NaN	NaN
2	2	37	156	7	0.400	1	1	1	0.422
2	2	38	160	5	0.300	2	2	1	0.327
2	2	39	164	6	0.850	1	1	1	0.309
2	2	40	168	1	0.450	2	2	1	0.362
2	2	41	172	9	0.800	1	1	1	0.437
2	2	42	176	4	0.200	1	1	1	0.576
2	2	43	180	8	0.850	2	2	1	0.252
2	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN
2	2	45	188	10	0.150	1	1	1	0.414
2	2	46	192	3	0.350	1	1	1	0.311
2	2	47	196	NaN	NaN	NaN	NaN	NaN	NaN
2	2	48	200	12	0.750	1	1	1	0.334
2	2	49	204	2	0.150	2	2	1	0.364
2	2	50	208	NaN	NaN	NaN	NaN	NaN	NaN
2	2	51	212	9	0.800	1	1	1	0.301
2	2	52	216	NaN	NaN	NaN	NaN	NaN	NaN
2	2	53	220	7	0.900	1	1	1	0.386
2	2	54	224	6	0.800	1	2	0	0.268
2	2	55	228	10	0.700	2	2	1	0.316
2	2	56	232	12	0.800	2	2	1	0.344
2	2	57	236	2	0.250	1	1	1	0.286
2	2	58	240	5	0.700	1	1	1	0.398
2	2	59	244	4	0.500	1	1	1	1.506
2	2	60	248	3	0.250	2	2	1	0.357
2	2	61	252	8	0.500	1	1	1	0.358
2	2	62	256	13	0.350	1	1	1	0.283
2	2	63	260	NaN	NaN	NaN	NaN	NaN	NaN
2	2	64	264	11	0.650	1	1	1	0.367
2	2	65	268	1	0.500	2	2	1	0.375
