task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	1	1	12	6	0.550	2	1	0	0.467
1	1	2	16	9	0.100	2	2	1	0.403
1	1	3	20	10	0.850	1	1	1	0.247
1	1	4	24	13	0.800	2	1	0	0.282
1	1	5	28	8	0.650	1	1	1	0.294
1	1	6	32	2	0.850	2	2	1	0.252
1	1	7	36	NaN	NaN	NaN	NaN	NaN	NaN
1	1	8	40	11	0.450	1	1	1	0.294
1	1	9	44	3	0.550	1	1	1	0.338
1	1	10	48	4	0.700	1	1	1	0.370
1	1	11	52	1	0.650	2	2	1	0.260
1	1	12	56	12	0.400	2	2	1	0.389
1	1	13	60	5	0.550	1	1	1	0.392
1	1	14	64	7	0.400	1	1	1	0.366
1	1	15	68	12	0.450	2	2	1	0.325
1	1	16	72	13	0.550	2	2	1	0.274
1	1	17	76	6	0.850	2	2	1	0.380
1	1	18	80	NaN	NaN	NaN	NaN	NaN	NaN
1	1	19	84	NaN	NaN	NaN	NaN	NaN	NaN
1	1	20	88	3	0.650	1	1	1	0.270
1	1	21	92	10	0.250	2	2	1	0.410
1	1	22	96	7	0.650	1	1	1	0.288
1	1	23	100	9	0.500	2	2	1	0.315
1	1	24	104	2	0.500	1	1	1	0.347
1	1	25	108	5	0.400	1	1	1	0.378
1	1	26	112	8	0.600	2	2	1	0.324
1	1	27	116	1	0.100	1	1	1	0.418
1	1	28	120	NaN	NaN	NaN	NaN	NaN	NaN
1	1	29	124	4	0.800	2	1	0	0.303
1	1	30	128	11	0.800	1	1	1	0.390
1	1	31	132	NaN	NaN	NaN	NaN	NaN	NaN
1	1	32	136	NaN	NaN	NaN	NaN	NaN	NaN
1	1	33	140	13	0.100	1	1	1	0.476
1	1	34	144	NaN	NaN	NaN	NaN	NaN	NaN
1	1	35	148	NaN	NaN	NaN	NaN	NaN	NaN
1	1	36	152	10	0.750	2	2	1	0.361
1	1	37	156	4	0.250	2	2	1	0.395
1	1	38	160	12	0.550	2	2	1	0.342
1	1	39	164	9	0.150	2	2	1	0.473
1	1	40	168	NaN	NaN	NaN	NaN	NaN	NaN
1	1	41	172	2	0.250	2	2	1	0.446
1	1	42	176	3	0.700	2	2	1	0.381
1	1	43	180	6	0.250	1	1	1	0.312
1	1	44	184	7	0.250	2	2	1	0.403
1	1	45	188	5	0.150	2	2	1	0.392
1	1	46	192	1	0.350	1	1	1	0.330
1	1	47	196	8	0.600	1	1	1	0.452
1	1	48	200	NaN	NaN	NaN	NaN	NaN	NaN
1	1	49	204	11	0.800	1	1	1	0.377
1	1	50	208	9	0.850	2	2	1	0.423
1	1	51	212	11	0.750	1	1	1	0.322
1	1	52	216	2	0.300	1	1	1	0.393
1	1	53	220	12	0.650	2	2	1	0.274
1	1	54	224	6	0.650	1	1	1	0.368
1	1	55	228	NaN	NaN	NaN	NaN	NaN	NaN
1	1	56	232	4	0.300	1	1	1	0.395
1	1	57	236	1	0.550	1	1	1	0.387
1	1	58	240	13	0.200	1	1	1	0.398
1	1	59	244	5	0.800	2	2	1	0.320
1	1	60	248	7	0.600	1	1	1	0.378
1	1	61	252	NaN	NaN	NaN	NaN	NaN	NaN
1	1	62	256	NaN	NaN	NaN	NaN	NaN	NaN
1	1	63	260	10	0.850	2	2	1	0.348
1	1	64	264	3	0.550	2	2	1	0.397
1	1	65	268	8	0.400	1	1	1	0.356
