subject_id,condition,phase,node_l,node_r,trial_timestamp,response_timestamp,response_delay,crosscolor,response_key,response,accuracy
5203,Interleaved,Study,11,12,12.102189900004305,-1,-13.102189900004305,cyan,-1,-1,0
5203,Interleaved,Study,9,11,19.840611499967054,25.22783290001098,5.387221400043927,cyan,1,0,1
5203,Interleaved,Study,2,4,26.1075180999469,30.26009409991093,4.152575999964029,cyan,1,0,1
5203,Interleaved,Study,8,9,30.828468999941833,35.697095199953765,4.868626200011931,cyan,1,0,1
5203,Interleaved,Study,4,12,36.559033699915744,40.61480619991198,4.0557724999962375,cyan,1,0,1
5203,Interleaved,Study,8,10,41.28466419992037,46.15084679995198,4.866182600031607,cyan,1,0,1
5203,Interleaved,Study,3,6,51.020379599998705,55.58879690000322,4.568417300004512,cyan,1,0,1
5203,Interleaved,Study,7,9,56.25080029992387,60.7868165000109,4.536016200087033,cyan,1,0,1
5203,Interleaved,Study,9,11,61.48586539993994,65.49401079991367,4.008145399973728,cyan,1,0,1
5203,Interleaved,Study,8,10,70.23716029990464,74.37396659993101,4.136806300026365,cyan,1,0,1
5203,Interleaved,Study,3,6,74.95085529994685,78.8778297000099,3.9269744000630453,cyan,1,0,1
5203,Interleaved,Study,11,12,79.67306990001816,83.55783369997516,3.8847637999569997,cyan,1,0,1
5203,Interleaved,Study,7,8,84.4058068000013,88.8748326000059,4.4690258000046015,cyan,1,0,1
5203,Interleaved,Study,3,11,89.63610619993415,93.7761566999834,4.140050500049256,cyan,1,0,1
5203,Interleaved,Study,6,9,94.35564700001851,98.90713619999588,4.551489199977368,cyan,1,0,1
5203,Interleaved,Study,2,3,99.58258980000392,103.63783319992945,4.05524339992553,cyan,1,0,1
5203,Interleaved,Study,7,13,122.41901810001582,126.50381809996907,4.084799999953248,cyan,1,0,1
5203,Interleaved,Study,6,9,127.15201969991904,131.15383409999777,4.001814400078729,cyan,1,0,1
5203,Interleaved,Study,2,4,135.88109109993093,139.79709729994647,3.916006200015545,cyan,1,0,1
5203,Interleaved,Study,7,13,140.6062202999601,144.52214389992878,3.9159235999686643,cyan,1,0,1
5203,Interleaved,Study,8,9,145.34208879992366,149.27783379994798,3.935745000024326,cyan,1,0,1
5203,Interleaved,Study,4,5,150.07698869996238,154.04293339990545,3.9659446999430656,cyan,1,0,1
5203,Interleaved,Study,7,13,154.82926989998668,159.32813889998943,4.498869000002742,cyan,1,0,1
5203,Interleaved,Study,8,10,160.04408079991117,164.0688627999043,4.024781999993138,cyan,1,0,1
5203,Interleaved,Study,6,7,164.75394959992263,168.8218316999264,4.0678821000037715,cyan,1,0,1
5203,Interleaved,Study,3,11,173.49611979990732,178.6969258999452,5.20080610003788,cyan,1,0,1
5203,Interleaved,Study,4,12,179.2281274999259,183.72582189994864,4.497694400022738,cyan,1,0,1
5203,Interleaved,Study,1,2,184.4518610999221,188.98682549991645,4.534964399994351,cyan,1,0,1
5203,Interleaved,Study,8,9,189.6683042999357,195.12680039997213,5.458496100036427,cyan,1,0,1
5203,Interleaved,Study,7,8,195.91267739993054,200.11475249996874,4.202075100038201,cyan,1,0,1
5203,Interleaved,Study,3,6,200.63299810001627,205.62982579995878,4.996827699942514,cyan,1,0,1
5203,Interleaved,Study,6,9,206.35146279993933,210.78799619991332,4.436533399973996,cyan,1,0,1
5203,Interleaved,Study,7,9,229.65576829994097,234.11985739995725,4.464089100016281,cyan,1,0,1
5203,Interleaved,Study,3,6,234.8872953999089,238.97083409992047,4.083538700011559,cyan,1,0,1
5203,Interleaved,Study,2,3,239.6171796999406,243.50301609991584,3.885836399975233,cyan,1,0,1
5203,Interleaved,Study,4,5,244.3606866999762,248.79676419997122,4.436077499995008,cyan,1,0,1
5203,Interleaved,Study,11,12,249.58885910001118,254.66480899997987,5.075949899968691,cyan,1,0,1
5203,Interleaved,Study,6,7,255.3228982000146,259.90482840000186,4.581930199987255,cyan,1,0,1
5203,Interleaved,Study,4,5,260.54932839993853,266.03208239993546,5.48275399999693,cyan,1,0,1
5203,Interleaved,Study,7,9,270.7942221999401,274.91186889994424,4.117646700004116,cyan,1,0,1
5203,Interleaved,Study,9,11,275.5373476999812,279.595136799966,4.057789099984802,cyan,1,0,1
