subject_id,condition,phase,node_l,node_r,trial_timestamp,response_timestamp,response_delay,crosscolor,response_key,response,accuracy
5159,Interleaved,Study,4,12,12.08732259995304,16.154011799953878,4.0666892000008374,cyan,1,0,1
5159,Interleaved,Study,8,10,20.822276800055988,24.963019700022414,4.140742899966426,cyan,1,0,1
5159,Interleaved,Study,3,11,25.572182700037956,30.121068499982357,4.548885799944401,cyan,1,0,1
5159,Interleaved,Study,6,7,30.81408000004012,34.82726910000201,4.013189099961892,cyan,1,0,1
5159,Interleaved,Study,11,12,35.535817999974824,41.03128100000322,5.495463000028394,cyan,1,0,1
5159,Interleaved,Study,3,11,41.766815899987705,45.80325370002538,4.036437800037675,cyan,1,0,1
5159,Interleaved,Study,8,9,46.48744679999072,50.46097719995305,3.9735303999623284,cyan,1,0,1
5159,Interleaved,Study,1,2,51.21898779994808,55.145982400048524,3.9269946001004428,cyan,1,0,1
5159,Interleaved,Study,4,5,55.942929000011645,60.92799160000868,4.985062599997036,cyan,1,0,1
5159,Interleaved,Study,7,13,61.69758389994968,65.68997099995613,3.9923871000064537,cyan,1,0,1
5159,Interleaved,Study,3,11,66.41733239998575,70.91797189996578,4.500639499980025,cyan,1,0,1
5159,Interleaved,Study,6,7,71.64712610002607,76.55801699997392,4.9108908999478444,cyan,1,0,1
5159,Interleaved,Study,4,12,77.37546190002467,82.0618488000473,4.686386900022626,cyan,1,0,1
5159,Interleaved,Study,11,12,86.62451820005663,90.61093990004156,3.9864216999849305,cyan,1,0,1
5159,Interleaved,Study,9,11,91.35622279997915,95.37293760001194,4.016714800032787,cyan,1,0,1
5159,Interleaved,Study,3,6,96.08716029999778,100.55294299998786,4.465782699990086,cyan,1,0,1
5159,Interleaved,Study,4,12,119.4182649999857,123.36240300000645,3.9441380000207573,cyan,1,0,1
5159,Interleaved,Study,9,11,124.14933549996931,129.06692979997024,4.917594300000928,cyan,1,0,1
5159,Interleaved,Study,4,12,129.87503430002835,133.8779050000012,4.002870699972846,cyan,1,0,1
5159,Interleaved,Study,6,9,134.60474229999818,138.58091530005913,3.976173000060953,cyan,1,0,1
5159,Interleaved,Study,2,3,139.3312139000045,143.7419140000129,4.410700100008398,cyan,1,0,1
5159,Interleaved,Study,4,5,144.5481635000324,148.93789499998093,4.389731499948539,cyan,1,0,1
5159,Interleaved,Study,1,2,149.75977969996165,153.62189069995657,3.8621109999949113,cyan,1,0,1
5159,Interleaved,Study,2,3,154.4866839000024,158.42883780004922,3.942153900046833,cyan,1,0,1
5159,Interleaved,Study,2,4,163.22286069998518,168.11579049995635,4.892929799971171,cyan,1,0,1
5159,Interleaved,Study,7,9,168.93972859997302,173.35390300001018,4.4141744000371546,cyan,1,0,1
5159,Interleaved,Study,11,12,174.17186140001286,178.64486620004755,4.473004800034687,cyan,1,0,1
5159,Interleaved,Study,3,6,183.41380029998254,188.8706506000599,5.456850300077349,cyan,1,0,1
5159,Interleaved,Study,6,9,189.63571740000043,193.5481187000405,3.9124013000400737,cyan,1,0,1
5159,Interleaved,Study,9,11,194.39101699995808,198.38182090001646,3.9908039000583813,cyan,1,0,1
5159,Interleaved,Study,7,8,199.12147630006075,203.16410769999493,4.04263139993418,cyan,1,0,1
5159,Interleaved,Study,9,11,203.8497694999678,207.76083529996686,3.911065799999051,cyan,1,0,1
5159,Interleaved,Study,6,7,226.63651570002548,230.65177720005158,4.015261500026099,cyan,1,0,1
5159,Interleaved,Study,8,10,231.36351890000515,235.2978698000079,3.9343509000027552,cyan,1,0,1
5159,Interleaved,Study,7,8,236.09061780001502,241.4711294999579,5.380511699942872,cyan,1,0,1
5159,Interleaved,Study,7,9,246.35210979997646,250.7898291000165,4.437719300040044,cyan,1,0,1
5159,Interleaved,Study,7,13,251.58548660005908,256.4617827000329,4.8762960999738425,cyan,1,0,1
5159,Interleaved,Study,8,10,257.30979640001897,261.1857872999972,3.8759908999782056,cyan,1,0,1
5159,Interleaved,Study,7,9,262.03966859995853,266.09673460002523,4.057066000066698,cyan,1,0,1
5159,Interleaved,Study,4,5,266.7667366999667,271.2477832000004,4.481046500033699,cyan,1,0,1
5159,Interleaved,Study,2,3,271.98222360003274,275.8697927000467,3.887569100013934,cyan,1,0,1
5159,Interleaved,Study,7,8,276.7043570999522,280.58172889996786,3.8773718000156805,cyan,1,0,1
5159,Interleaved,Study,3,11,285.4609538000077,289.46378929994535,4.002835499937646,cyan,1,0,1
5159,Interleaved,Study,1,2,290.1751350000268,294.5787591000553,4.403624100028537,cyan,1,0,1
5159,Interleaved,Study,8,10,295.3782736000139,299.2240196999628,3.845746099948883,cyan,1,0,1
5159,Interleaved,Study,7,13,300.0878655000124,303.98573910002597,3.897873600013554,cyan,1,0,1
5159,Interleaved,Study,9,11,304.818454900058,309.7190373999765,4.900582499918528,cyan,1,0,1
5159,Interleaved,Study,8,9,310.55276140000205,314.97373580001295,4.420974400010891,cyan,1,0,1
