subject_id,condition,phase,node_l,node_r,trial_timestamp,response_timestamp,response_delay,crosscolor,response_key,response,accuracy
5156,Interleaved,Study,3,11,12.098506400000588,16.779688800000258,4.6811823999996705,cyan,1,0,1
5156,Interleaved,Study,6,9,17.34299110000029,21.270660500000304,3.9276694000000134,cyan,1,0,1
5156,Interleaved,Study,1,2,22.094420700000228,26.00340959999994,3.908988899999713,cyan,1,0,1
5156,Interleaved,Study,8,10,26.81688160000067,30.746436899999935,3.929555299999265,cyan,1,0,1
5156,Interleaved,Study,7,9,31.5351311000004,35.45472470000004,3.9195935999996436,cyan,1,0,1
5156,Interleaved,Study,4,12,40.30055710000033,44.14050610000049,3.8399490000001606,cyan,1,0,1
5156,Interleaved,Study,3,11,45.023542400000224,49.90968260000045,4.886140200000227,cyan,1,0,1
5156,Interleaved,Study,7,8,50.740831800000706,54.66944240000066,3.9286105999999563,cyan,1,0,1
5156,Interleaved,Study,6,9,55.45797280000079,59.31847319999997,3.8605003999991823,cyan,1,0,1
5156,Interleaved,Study,4,5,64.21655110000029,68.59845480000058,4.381903700000294,cyan,1,0,1
5156,Interleaved,Study,1,2,69.4296329000008,73.85563540000021,4.426002499999413,cyan,1,0,1
5156,Interleaved,Study,8,10,74.6308037000008,78.7423615000007,4.1115577999999005,cyan,1,0,1
5156,Interleaved,Study,6,9,79.33900990000075,83.74940960000004,4.410399699999289,cyan,1,0,1
5156,Interleaved,Study,2,4,84.55173630000081,88.63974170000074,4.088005399999929,cyan,1,0,1
5156,Interleaved,Study,1,2,89.26418420000027,94.67467690000012,5.41049269999985,cyan,1,0,1
5156,Interleaved,Study,7,8,95.47315040000012,100.33455830000003,4.861407899999904,cyan,1,0,1
5156,Interleaved,Study,7,9,119.2934851,123.17838050000046,3.8848954000004596,cyan,1,0,1
5156,Interleaved,Study,11,12,124.0240386000005,127.9906802000005,3.9666416000000027,cyan,1,0,1
5156,Interleaved,Study,4,12,128.7442471000004,133.7093861000003,4.965138999999908,cyan,1,0,1
5156,Interleaved,Study,8,9,138.48706579999998,142.94365840000046,4.4565926000004765,cyan,1,0,1
5156,Interleaved,Study,6,7,143.70956040000056,148.61935150000045,4.909791099999893,cyan,1,0,1
5156,Interleaved,Study,4,5,149.43157080000037,153.79361680000056,4.362046000000191,cyan,1,0,1
5156,Interleaved,Study,7,8,154.68101150000075,158.59063080000033,3.9096192999995765,cyan,1,0,1
5156,Interleaved,Study,8,10,159.39744370000062,163.4124907000005,4.015046999999868,cyan,1,0,1
5156,Interleaved,Study,9,11,164.10312950000025,168.29258010000012,4.189450599999873,cyan,1,0,1
5156,Interleaved,Study,3,11,168.81753430000026,173.22232440000062,4.404790100000355,cyan,1,0,1
5156,Interleaved,Study,9,11,174.039178,177.8623232,3.823145199999999,cyan,1,0,1
5156,Interleaved,Study,4,12,178.76299420000032,182.8832897000002,4.120295499999884,cyan,1,0,1
5156,Interleaved,Study,7,8,183.51443570000083,188.83037820000027,5.315942499999437,cyan,1,0,1
5156,Interleaved,Study,7,13,189.73260000000028,194.14252960000067,4.409929600000396,cyan,1,0,1
5156,Interleaved,Study,4,12,194.95912320000025,198.83729519999997,3.878171999999722,cyan,1,0,1
5156,Interleaved,Study,7,13,199.68983480000043,203.5302784000005,3.8404436000000715,cyan,1,0,1
5156,Interleaved,Study,2,3,226.48378820000016,230.2902109000006,3.8064227000004394,cyan,1,0,1
5156,Interleaved,Study,2,4,231.20093250000082,235.55839259999993,4.357460099999116,cyan,1,0,1
5156,Interleaved,Study,7,8,236.4252105000005,240.35834150000028,3.9331309999997757,cyan,1,0,1
5156,Interleaved,Study,4,5,241.17406570000003,245.09751120000055,3.9234455000005255,cyan,1,0,1
5156,Interleaved,Study,3,11,245.88652189999993,249.72822300000007,3.8417011000001366,cyan,1,0,1
5156,Interleaved,Study,7,13,250.60623540000051,254.9292047000008,4.322969300000295,cyan,1,0,1
5156,Interleaved,Study,11,12,255.84187440000005,260.6813566000001,4.83948220000002,cyan,1,0,1
5156,Interleaved,Study,8,9,261.5705050000006,265.52721400000064,3.956709000000046,cyan,1,0,1
5156,Interleaved,Study,2,3,270.31890360000034,275.7231930000007,5.40428940000038,cyan,1,0,1
5156,Interleaved,Study,8,10,276.5545935,280.42729640000016,3.8727029000001494,cyan,1,0,1
5156,Interleaved,Study,3,6,281.2708246000002,285.71948670000074,4.448662100000547,cyan,1,0,1
5156,Interleaved,Study,7,8,290.5044218000003,294.4124690000008,3.90804720000051,cyan,1,0,1
5156,Interleaved,Study,1,2,295.2140988000001,299.54231530000015,4.328216500000053,cyan,1,0,1
5156,Interleaved,Study,2,3,300.41733320000003,304.29110590000073,3.8737727000007,cyan,1,0,1
5156,Interleaved,Study,3,6,305.1377579,309.0791562000004,3.941398300000401,cyan,1,0,1
5156,Interleaved,Study,6,9,309.8792299000006,314.8111499000006,4.931919999999991,cyan,1,0,1
5156,Interleaved,Study,4,5,333.66685529999995,337.9041192000004,4.237263900000471,cyan,1,0,1
5156,Interleaved,Study,8,10,338.38022770000043,343.77711890000046,5.396891200000027,cyan,1,0,1
5156,Interleaved,Study,3,11,344.5869937000007,348.4423824000005,3.8553886999998213,cyan,1,0,1
5156,Interleaved,Study,7,9,349.3117303000008,353.20904490000066,3.897314599999845,cyan,1,0,1
5156,Interleaved,Study,3,11,354.0388694000003,358.1431932000005,4.104323800000202,cyan,1,0,1
5156,Interleaved,Study,8,9,362.79325700000027,366.69607390000056,3.902816900000289,cyan,1,0,1
5156,Interleaved,Study,8,10,367.5138985000003,371.9720552000008,4.4581567000004725,cyan,1,0,1
5156,Interleaved,Study,7,9,372.7287365000002,376.65008600000056,3.9213495000003604,cyan,1,0,1
5156,Interleaved,Study,4,12,377.4623605000006,381.4080541000003,3.945693599999686,cyan,1,0,1
5156,Interleaved,Study,1,2,382.1813073000003,387.2353522000003,5.054044900000008,cyan,1,0,1
5156,Interleaved,Study,11,12,387.89332680000007,391.74530530000084,3.8519785000007687,cyan,1,0,1
5156,Interleaved,Study,7,9,392.6524543000005,397.1890062000002,4.536551899999722,cyan,1,0,1
5156,Interleaved,Study,6,7,401.8928418000005,406.31428980000055,4.421448000000055,cyan,1,0,1
5156,Interleaved,Study,9,11,407.12142380000023,411.4630265000005,4.341602700000294,cyan,1,0,1
5156,Interleaved,Study,6,9,412.33923630000027,417.2172724000002,4.8780360999999175,cyan,1,0,1
5156,Interleaved,Study,11,12,418.07778830000007,421.9659924000007,3.888204100000621,cyan,1,0,1
5156,Interleaved,Study,3,6,440.86975040000016,444.75010680000014,3.8803563999999824,cyan,1,0,1
5156,Interleaved,Study,8,10,445.60706090000076,449.4650597,3.8579987999992227,cyan,1,0,1
5156,Interleaved,Study,2,3,450.3168017000007,455.78382650000003,5.467024799999308,cyan,1,0,1
5156,Interleaved,Study,4,12,460.5715001000008,464.50892420000037,3.937424099999589,cyan,1,0,1
