run	trial	onset	stimtype	itemnum	cresp	resp	acc	rt
2	1	12	1	42	1	1	1	0.758
2	2	15	1	58	1	1	1	0.684
2	3	18	1	58	2	2	1	0.546
2	4	21	1	23	1	1	1	0.501
2	5	24	1	52	1	1	1	0.597
2	6	27	1	59	1	1	1	0.605
2	7	30	1	20	1	1	1	0.470
2	8	33	1	53	1	1	1	0.981
2	9	36	NaN	NaN	NaN	NaN	NaN	NaN
2	10	39	NaN	NaN	NaN	NaN	NaN	NaN
2	11	42	NaN	NaN	NaN	NaN	NaN	NaN
2	12	45	NaN	NaN	NaN	NaN	NaN	NaN
2	13	48	2	13	1	1	1	0.649
2	14	51	2	52	1	1	1	0.571
2	15	54	2	34	1	1	1	0.554
2	16	57	2	53	1	1	1	0.484
2	17	60	2	57	1	1	1	0.666
2	18	63	2	60	1	1	1	0.474
2	19	66	2	27	1	1	1	0.482
2	20	69	2	27	2	2	1	0.870
2	21	72	NaN	NaN	NaN	NaN	NaN	NaN
2	22	75	NaN	NaN	NaN	NaN	NaN	NaN
2	23	78	NaN	NaN	NaN	NaN	NaN	NaN
2	24	81	NaN	NaN	NaN	NaN	NaN	NaN
2	25	84	3	37	1	1	1	0.578
2	26	87	3	53	1	1	1	0.645
2	27	90	3	40	1	1	1	0.524
2	28	93	3	49	1	1	1	0.499
2	29	96	3	49	2	2	1	0.561
2	30	99	3	60	1	1	1	0.435
2	31	102	3	58	1	1	1	0.723
2	32	105	3	27	1	1	1	0.477
2	33	108	NaN	NaN	NaN	NaN	NaN	NaN
2	34	111	NaN	NaN	NaN	NaN	NaN	NaN
2	35	114	NaN	NaN	NaN	NaN	NaN	NaN
2	36	117	NaN	NaN	NaN	NaN	NaN	NaN
2	37	120	3	48	1	1	1	0.603
2	38	123	3	20	1	1	1	0.392
2	39	126	3	20	2	2	1	0.567
2	40	129	3	25	1	1	1	0.495
2	41	132	3	15	1	1	1	0.455
2	42	135	3	31	1	1	1	0.624
2	43	138	3	6	1	1	1	1.617
2	44	141	3	28	1	1	1	1.033
2	45	144	NaN	NaN	NaN	NaN	NaN	NaN
2	46	147	NaN	NaN	NaN	NaN	NaN	NaN
2	47	150	NaN	NaN	NaN	NaN	NaN	NaN
2	48	153	NaN	NaN	NaN	NaN	NaN	NaN
2	49	156	2	8	1	1	1	0.587
2	50	159	2	59	1	1	1	0.503
2	51	162	2	28	1	1	1	0.516
2	52	165	2	17	1	1	1	0.575
2	53	168	2	17	2	2	1	0.666
2	54	171	2	37	1	1	1	0.701
2	55	174	2	41	1	1	1	0.557
2	56	177	2	7	1	1	1	0.699
2	57	180	NaN	NaN	NaN	NaN	NaN	NaN
2	58	183	NaN	NaN	NaN	NaN	NaN	NaN
2	59	186	NaN	NaN	NaN	NaN	NaN	NaN
2	60	189	NaN	NaN	NaN	NaN	NaN	NaN
2	61	192	1	35	1	1	1	0.690
2	62	195	1	50	1	1	1	0.790
2	63	198	1	34	1	1	1	0.519
2	64	201	1	34	2	2	1	0.524
2	65	204	1	10	1	1	1	0.497
2	66	207	1	63	1	1	1	0.298
2	67	210	1	45	1	1	1	0.444
2	68	213	1	12	1	1	1	0.774
2	69	216	NaN	NaN	NaN	NaN	NaN	NaN
2	70	219	NaN	NaN	NaN	NaN	NaN	NaN
2	71	222	NaN	NaN	NaN	NaN	NaN	NaN
2	72	225	NaN	NaN	NaN	NaN	NaN	NaN
2	73	228	2	24	1	1	1	0.565
2	74	231	2	16	1	1	1	0.722
2	75	234	2	33	1	1	1	0.582
2	76	237	2	35	1	1	1	0.972
2	77	240	2	5	1	1	1	0.503
2	78	243	2	21	1	1	1	0.633
2	79	246	2	21	2	2	1	0.631
2	80	249	2	14	1	1	1	0.551
2	81	252	NaN	NaN	NaN	NaN	NaN	NaN
2	82	255	NaN	NaN	NaN	NaN	NaN	NaN
2	83	258	NaN	NaN	NaN	NaN	NaN	NaN
2	84	261	NaN	NaN	NaN	NaN	NaN	NaN
2	85	264	1	8	1	1	1	0.672
2	86	267	1	27	1	1	1	0.426
2	87	270	1	15	1	1	1	0.456
2	88	273	1	15	2	2	1	0.877
2	89	276	1	47	1	1	1	0.477
2	90	279	1	48	1	1	1	0.004
2	91	282	1	6	1	1	1	0.758
2	92	285	1	41	1	1	1	0.917
2	93	288	NaN	NaN	NaN	NaN	NaN	NaN
2	94	291	NaN	NaN	NaN	NaN	NaN	NaN
2	95	294	NaN	NaN	NaN	NaN	NaN	NaN
2	96	297	NaN	NaN	NaN	NaN	NaN	NaN
2	97	300	3	2	1	1	1	0.734
2	98	303	3	39	1	1	1	0.480
2	99	306	3	54	1	1	1	0.747
2	100	309	3	54	2	2	1	0.714
2	101	312	3	45	1	1	1	0.742
2	102	315	3	63	1	1	1	1.046
2	103	318	3	4	1	1	1	0.619
2	104	321	3	51	1	1	1	0.720
2	105	324	NaN	NaN	NaN	NaN	NaN	NaN
2	106	327	NaN	NaN	NaN	NaN	NaN	NaN
2	107	330	NaN	NaN	NaN	NaN	NaN	NaN
2	108	333	NaN	NaN	NaN	NaN	NaN	NaN
