onset	duration	node	response_time	accuracy
12	1	10	0.356	1
16	1	2	0.328	1
20	1	8	0.368	1
24	1	3	0.370	1
28	1	4	0.331	1
32	1	7	0.384	1
36	1	1	0.312	1
40	1	6	0.322	1
44	1	12	0.419	1
48	1	9	0.368	1
52	1	11	0.315	1
56	1	5	0.280	1
64	1	12	0.341	1
68	1	1	0.417	1
72	1	10	0.402	1
76	1	2	0.484	1
80	1	9	0.331	1
84	1	8	0.441	1
92	1	5	0.284	1
96	1	11	0.442	1
100	1	3	0.346	1
108	1	6	0.285	1
112	1	7	0.318	1
116	1	4	0.396	1
120	1	12	0.276	1
128	1	9	0.287	1
132	1	5	0.406	1
136	1	6	0.446	1
140	1	11	0.400	1
144	1	10	0.327	1
148	1	7	0.405	1
152	1	4	0.426	1
160	1	3	0.360	1
164	1	1	0.385	1
168	1	8	0.465	1
172	1	2	0.319	1
180	1	3	0.403	1
184	1	2	0.443	1
188	1	10	0.343	1
196	1	1	0.396	1
200	1	11	0.352	1
204	1	4	0.280	1
208	1	7	0.325	1
212	1	6	0.518	1
216	1	8	0.298	1
228	1	12	0.369	1
236	1	9	0.395	1
244	1	5	0.338	1
