onset	duration	node	response_time	accuracy
12	1	6	0.485	1
16	1	9	0.313	1
20	1	10	0.281	1
24	1	8	0.256	1
28	1	2	0.345	1
32	1	11	0.322	1
36	1	3	0.352	1
40	1	4	0.318	1
44	1	1	0.292	1
48	1	12	0.352	1
52	1	5	0.374	1
56	1	7	0.359	1
68	1	1	0.316	1
76	1	7	0.310	1
84	1	4	0.350	1
88	1	11	0.324	1
92	1	8	0.474	1
96	1	10	0.380	1
100	1	3	0.401	1
104	1	6	0.310	1
112	1	9	0.227	1
116	1	2	0.314	1
120	1	5	0.304	1
124	1	12	0.445	1
128	1	12	0.396	1
132	1	6	0.434	1
136	1	1	0.419	1
140	1	2	0.489	1
156	1	11	0.352	1
160	1	4	0.366	1
164	1	5	0.451	1
172	1	8	0.376	1
176	1	9	0.407	1
180	1	7	0.315	1
184	1	3	0.376	1
192	1	10	0.427	1
196	1	3	0.381	1
200	1	12	0.387	1
208	1	5	0.365	1
212	1	2	0.605	1
216	1	9	0.403	1
220	1	7	0.354	1
224	1	4	0.268	1
232	1	8	0.281	1
236	1	10	0.310	1
240	1	6	0.459	1
244	1	1	0.462	1
248	1	11	0.292	1
