task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	3	1	12	10	0.900	1	1	1	0.474
1	3	2	16	2	0.750	1	1	1	0.363
1	3	3	20	8	0.300	1	1	1	0.381
1	3	4	24	3	0.100	1	1	1	0.388
1	3	5	28	4	0.200	1	1	1	0.370
1	3	6	32	7	0.300	2	2	1	0.311
1	3	7	36	1	0.500	2	2	1	0.324
1	3	8	40	6	0.700	2	2	1	0.335
1	3	9	44	12	0.400	2	2	1	0.363
1	3	10	48	9	0.450	2	2	1	0.356
1	3	11	52	11	0.850	2	2	1	0.360
1	3	12	56	5	0.800	2	2	1	0.407
1	3	13	60	NaN	NaN	NaN	NaN	NaN	NaN
1	3	14	64	12	0.900	1	1	1	0.306
1	3	15	68	1	0.300	1	1	1	0.366
1	3	16	72	10	0.300	1	1	1	0.330
1	3	17	76	2	0.100	2	2	1	0.452
1	3	18	80	9	0.550	1	1	1	0.311
1	3	19	84	8	0.300	2	2	1	0.441
1	3	20	88	NaN	NaN	NaN	NaN	NaN	NaN
1	3	21	92	5	0.850	2	2	1	0.311
1	3	22	96	11	0.200	1	1	1	0.805
1	3	23	100	3	0.750	1	1	1	0.372
1	3	24	104	NaN	NaN	NaN	NaN	NaN	NaN
1	3	25	108	6	0.900	2	2	1	0.310
1	3	26	112	7	0.150	1	1	1	0.418
1	3	27	116	4	0.700	2	2	1	0.370
1	3	28	120	12	0.800	2	2	1	0.351
1	3	29	124	NaN	NaN	NaN	NaN	NaN	NaN
1	3	30	128	9	0.850	2	2	1	0.342
1	3	31	132	5	0.400	2	2	1	0.466
1	3	32	136	6	0.650	1	1	1	0.400
1	3	33	140	11	0.200	1	1	1	0.343
1	3	34	144	10	0.250	2	2	1	0.334
1	3	35	148	7	0.800	1	1	1	0.308
1	3	36	152	4	0.400	2	2	1	0.425
1	3	37	156	NaN	NaN	NaN	NaN	NaN	NaN
1	3	38	160	3	0.350	2	2	1	0.392
1	3	39	164	1	0.300	1	1	1	0.406
1	3	40	168	8	0.200	1	1	1	0.442
1	3	41	172	2	0.350	1	1	1	0.376
1	3	42	176	NaN	NaN	NaN	NaN	NaN	NaN
1	3	43	180	3	0.100	2	2	1	0.469
1	3	44	184	2	0.200	2	2	1	0.528
1	3	45	188	10	0.500	1	1	1	0.296
1	3	46	192	NaN	NaN	NaN	NaN	NaN	NaN
1	3	47	196	1	0.350	1	1	1	0.478
1	3	48	200	11	0.200	1	1	1	0.374
1	3	49	204	4	0.600	2	2	1	0.328
1	3	50	208	7	0.700	1	1	1	0.390
1	3	51	212	6	0.100	2	2	1	0.529
1	3	52	216	8	0.900	2	2	1	0.353
1	3	53	220	NaN	NaN	NaN	NaN	NaN	NaN
1	3	54	224	NaN	NaN	NaN	NaN	NaN	NaN
1	3	55	228	12	0.400	2	2	1	0.385
1	3	56	232	NaN	NaN	NaN	NaN	NaN	NaN
1	3	57	236	9	0.850	1	1	1	0.401
1	3	58	240	NaN	NaN	NaN	NaN	NaN	NaN
1	3	59	244	5	0.650	1	1	1	0.423
1	3	60	248	NaN	NaN	NaN	NaN	NaN	NaN
