task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	2	1	12	6	0.100	1	1	1	0.598
1	2	2	16	3	0.850	2	2	1	0.324
1	2	3	20	12	0.100	1	1	1	0.420
1	2	4	24	4	0.900	1	1	1	0.401
1	2	5	28	1	0.450	2	2	1	0.289
1	2	6	32	NaN	NaN	NaN	NaN	NaN	NaN
1	2	7	36	5	0.700	1	2	0	0.282
1	2	8	40	2	0.500	2	2	1	0.339
1	2	9	44	9	0.450	2	2	1	0.398
1	2	10	48	NaN	NaN	NaN	NaN	NaN	NaN
1	2	11	52	NaN	NaN	NaN	NaN	NaN	NaN
1	2	12	56	8	0.250	1	1	1	0.305
1	2	13	60	10	0.100	2	2	1	0.469
1	2	14	64	11	0.700	2	2	1	0.317
1	2	15	68	7	0.100	2	2	1	0.391
1	2	16	72	NaN	NaN	NaN	NaN	NaN	NaN
1	2	17	76	NaN	NaN	NaN	NaN	NaN	NaN
1	2	18	80	5	0.250	2	2	1	0.478
1	2	19	84	3	0.850	2	2	1	0.323
1	2	20	88	6	0.400	1	1	1	0.319
1	2	21	92	NaN	NaN	NaN	NaN	NaN	NaN
1	2	22	96	10	0.750	2	2	1	0.362
1	2	23	100	8	0.450	1	1	1	0.358
1	2	24	104	12	0.500	1	1	1	0.557
1	2	25	108	1	0.750	2	2	1	0.275
1	2	26	112	NaN	NaN	NaN	NaN	NaN	NaN
1	2	27	116	9	0.650	1	1	1	0.286
1	2	28	120	7	0.100	1	1	1	0.397
1	2	29	124	NaN	NaN	NaN	NaN	NaN	NaN
1	2	30	128	NaN	NaN	NaN	NaN	NaN	NaN
1	2	31	132	2	0.500	2	2	1	0.302
1	2	32	136	4	0.600	2	2	1	0.349
1	2	33	140	NaN	NaN	NaN	NaN	NaN	NaN
1	2	34	144	11	0.150	2	2	1	0.477
1	2	35	148	7	0.600	2	2	1	0.303
1	2	36	152	9	0.450	2	2	1	0.391
1	2	37	156	12	0.600	1	1	1	0.560
1	2	38	160	2	0.650	1	1	1	0.414
1	2	39	164	3	0.650	1	1	1	0.382
1	2	40	168	11	0.250	1	1	1	0.417
1	2	41	172	5	0.750	1	1	1	0.375
1	2	42	176	1	0.800	2	2	1	0.411
1	2	43	180	10	0.450	1	1	1	0.390
1	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN
1	2	45	188	4	0.350	1	1	1	0.387
1	2	46	192	6	0.200	2	2	1	0.422
1	2	47	196	NaN	NaN	NaN	NaN	NaN	NaN
1	2	48	200	8	0.750	2	2	1	0.338
1	2	49	204	9	0.700	2	2	1	0.347
1	2	50	208	7	0.150	1	1	1	0.495
1	2	51	212	8	0.300	2	2	1	0.465
1	2	52	216	1	0.100	2	2	1	0.518
1	2	53	220	3	0.350	2	2	1	0.422
1	2	54	224	11	0.100	1	1	1	0.382
1	2	55	228	6	0.600	2	2	1	0.361
1	2	56	232	10	0.650	1	1	1	0.367
1	2	57	236	12	0.400	1	1	1	0.352
1	2	58	240	2	0.300	1	1	1	0.386
1	2	59	244	5	0.850	1	1	1	0.411
1	2	60	248	4	0.450	1	1	1	0.389
