onset	duration	node	response_time	accuracy
12	1	6	0.634	1
16	1	9	0.313	1
20	1	10	0.420	1
24	1	8	0.420	1
28	1	2	0.343	1
32	1	11	0.282	1
36	1	3	0.283	1
40	1	4	0.423	1
44	1	1	0.315	1
48	1	12	0.365	1
52	1	5	0.330	1
56	1	7	0.351	1
68	1	1	0.341	1
76	1	7	0.331	1
84	1	4	0.284	1
88	1	11	0.310	0
92	1	8	0.352	0
96	1	10	0.295	1
100	1	3	0.380	1
104	1	6	0.356	1
112	1	9	0.308	1
116	1	2	0.315	1
120	1	5	0.367	1
124	1	12	0.325	1
128	1	12	0.312	1
132	1	6	0.311	1
136	1	1	0.416	1
140	1	2	0.389	1
156	1	11	0.388	1
160	1	4	0.287	1
164	1	5	0.502	1
172	1	8	0.394	1
176	1	9	0.394	1
180	1	7	0.417	1
184	1	3	0.516	1
192	1	10	0.426	1
196	1	3	0.316	1
200	1	12	0.397	1
208	1	5	0.436	1
212	1	2	0.384	1
216	1	9	0.354	1
220	1	7	0.446	1
224	1	4	0.308	1
232	1	8	0.416	1
236	1	10	0.416	1
240	1	6	0.354	1
244	1	1	0.406	1
248	1	11	0.401	1
