0.0319169	0.0417829	0.000340368	-0.000354874	-0.000267916	0.000231665
0.0412923	0.0595847	-0.0219057	-0.000462651	-0.000443467	0.000727598
0.0415548	0.0398995	-0.0145387	-0.000141058	-0.000441797	0.000842183
0.0478808	0.0869754999999999	-0.02713	-0.00051803	-0.000512778	0.000866294
0.0524094	0.041082	-0.0184259	-0.000315446	-0.000383378	0.000930984
0.0525175	0.0622834	-0.0267758	-0.00027517	-0.000379282	0.000985776
0.054993	0.0726353	-0.0120784	-0.000478829	-0.000303969	0.000985776
0.0527436	0.0726022	-0.00482662	-0.000283103	-0.00048482	0.000985776
0.0539746	0.0587064	0.0221401	-0.000615886	-0.000312552	0.000930673
0.0479663	0.0679335	0.00651641	-0.000787885	-0.000445733	0.000928509
0.0479	0.0687735	-0.0112226	-0.000948058	-0.000429154	0.000884428
0.0452905	0.0448439	-0.00574632	-0.000950265	-0.000367495	0.000985776
0.0480636	0.0565889	-0.00698361	-0.000806304	-0.000382391	0.000985776
0.048045	0.0817167	-0.00785075	-0.00103896	-0.000452934	0.000985776
0.0482832	0.0565062	-0.0243173	-0.00075573	-0.000481416	0.00114956
0.0506978	0.056487	-0.0200364	-0.000542994	-0.00044326	0.00107667
0.0482673	0.0797511999999999	-0.00680019	-0.00091538	-0.000523304	0.00114562
0.0483004	0.0565064	0.0019186	-0.000857358	-0.000481104	0.00117028
0.0508852	0.0733858	-0.00322268	-0.00031589	-0.000510841	0.00107901
0.0503474	0.0845034	0.0147884	-0.0011972	-0.000529775	0.000932427
0.0379549	0.0327806	-0.0446175	0.000353379	-0.000907954	0.000835749
0.0477924	0.0826038	-0.0235497	0.00116118	-0.000946124	0.00083575
0.0450597	0.0733756	-0.0438342	0.000670169	-0.000989904	0.000835749
0.0477416	0.067793	-0.0204253	0.000646436	-0.00104246	0.000835749
0.0502854	0.0571696	-0.0152478	0.00102558	-0.0010277	0.000835749
0.0506689	0.0910596	-0.0139807	0.000426965	-0.00110083	0.000835749
0.0477043	0.0733728	-0.00586582	0.000184517	-0.00118976	0.000835749
0.0478546	0.057197	-0.00129053	0.000564724	-0.00127207	0.000952196
0.0423447	0.0708181	-0.00668685	0.000508996	-0.0013583	0.000835749
0.0391226	0.0695374	0.0145581	0.000172888	-0.00150363	0.000835749
0.0477615	0.056827	-0.0147144	0.000611578	-0.00168644	0.000922767
0.0478265	0.088885	-0.000878156	0.000153962	-0.00175161	0.00101728
0.0522089	0.0618827	0.00475467	0.00029557	-0.00180456	0.000954523
0.0572378	0.0505538	-0.00149823	0.000569331	-0.00183164	0.00083575
0.0565915	0.0688002	0.00177126	0.000240107	-0.00197004	0.00083575
