onset	duration	node	response_time	accuracy
12	1	6	0.598	1
16	1	3	0.324	1
20	1	12	0.420	1
24	1	4	0.401	1
28	1	1	0.289	1
36	1	5	0.282	0
40	1	2	0.339	1
44	1	9	0.398	1
56	1	8	0.305	1
60	1	10	0.469	1
64	1	11	0.317	1
68	1	7	0.391	1
80	1	5	0.478	1
84	1	3	0.323	1
88	1	6	0.319	1
96	1	10	0.362	1
100	1	8	0.358	1
104	1	12	0.557	1
108	1	1	0.275	1
116	1	9	0.286	1
120	1	7	0.397	1
132	1	2	0.302	1
136	1	4	0.349	1
144	1	11	0.477	1
148	1	7	0.303	1
152	1	9	0.391	1
156	1	12	0.560	1
160	1	2	0.414	1
164	1	3	0.382	1
168	1	11	0.417	1
172	1	5	0.375	1
176	1	1	0.411	1
180	1	10	0.390	1
188	1	4	0.387	1
192	1	6	0.422	1
200	1	8	0.338	1
204	1	9	0.347	1
208	1	7	0.495	1
212	1	8	0.465	1
216	1	1	0.518	1
220	1	3	0.422	1
224	1	11	0.382	1
228	1	6	0.361	1
232	1	10	0.367	1
236	1	12	0.352	1
240	1	2	0.386	1
244	1	5	0.411	1
248	1	4	0.389	1
