onset	duration	node	response_time	accuracy
12	1	11	0.646	1
16	1	2	0.507	1
20	1	6	0.492	1
24	1	8	0.342	1
28	1	5	0.613	1
32	1	4	0.493	1
36	1	13	0.363	1
44	1	7	0.568	1
48	1	3	0.530	1
52	1	12	0.767	1
56	1	10	1.033	1
60	1	1	NaN	0
68	1	9	0.609	1
72	1	9	0.406	1
76	1	6	0.445	1
80	1	3	1.561	1
84	1	13	0.683	1
88	1	10	0.757	1
92	1	8	0.464	1
96	1	4	0.696	1
104	1	2	0.903	1
108	1	5	0.494	1
112	1	12	0.809	1
120	1	11	0.329	1
124	1	1	0.521	1
128	1	7	0.502	1
132	1	4	1.563	1
140	1	6	0.468	1
144	1	3	0.833	1
148	1	8	0.516	1
152	1	9	0.538	1
156	1	13	0.637	1
160	1	2	0.552	1
164	1	5	0.602	1
176	1	12	0.603	1
180	1	7	0.427	0
184	1	10	0.372	1
188	1	11	0.534	1
200	1	1	0.567	1
204	1	13	0.427	1
216	1	7	0.368	1
220	1	3	0.311	1
224	1	9	0.570	1
228	1	1	0.501	1
236	1	6	0.669	1
244	1	8	1.616	1
248	1	10	0.466	1
252	1	4	1.452	1
256	1	2	NaN	0
260	1	5	NaN	0
264	1	12	0.421	1
268	1	11	0.418	1
