task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	2	1	12	6	0.150	1	1	1	0.714
2	2	2	16	4	0.700	1	NaN	0	NaN
2	2	3	20	3	0.450	2	2	1	0.739
2	2	4	24	9	0.550	2	2	1	0.996
2	2	5	28	10	0.150	1	1	1	1.014
2	2	6	32	8	0.500	1	1	1	0.519
2	2	7	36	11	0.900	2	2	1	0.625
2	2	8	40	7	0.300	2	2	1	0.611
2	2	9	44	13	0.100	2	2	1	1.392
2	2	10	48	2	0.300	1	1	1	1.050
2	2	11	52	NaN	NaN	NaN	NaN	NaN	NaN
2	2	12	56	NaN	NaN	NaN	NaN	NaN	NaN
2	2	13	60	12	0.300	2	NaN	0	NaN
2	2	14	64	1	0.350	1	1	1	0.558
2	2	15	68	5	0.850	1	1	1	0.488
2	2	16	72	11	0.800	1	1	1	0.636
2	2	17	76	4	0.850	2	NaN	0	NaN
2	2	18	80	5	0.800	1	1	1	0.591
2	2	19	84	2	0.550	2	1	0	0.383
2	2	20	88	NaN	NaN	NaN	NaN	NaN	NaN
2	2	21	92	12	0.750	1	2	0	0.799
2	2	22	96	NaN	NaN	NaN	NaN	NaN	NaN
2	2	23	100	10	0.750	2	2	1	0.887
2	2	24	104	3	0.700	1	NaN	0	NaN
2	2	25	108	13	0.100	2	2	1	1.556
2	2	26	112	9	0.400	1	1	1	1.079
2	2	27	116	8	0.500	1	NaN	0	NaN
2	2	28	120	7	0.750	2	2	1	0.609
2	2	29	124	6	0.250	2	1	0	1.271
2	2	30	128	NaN	NaN	NaN	NaN	NaN	NaN
2	2	31	132	1	0.550	1	1	1	0.490
2	2	32	136	2	0.700	2	2	1	0.761
2	2	33	140	12	0.400	2	2	1	0.782
2	2	34	144	9	0.900	2	1	0	0.413
2	2	35	148	11	0.450	1	NaN	0	NaN
2	2	36	152	1	0.700	1	1	1	0.854
2	2	37	156	3	0.900	1	NaN	0	NaN
2	2	38	160	NaN	NaN	NaN	NaN	NaN	NaN
2	2	39	164	4	0.600	2	2	1	0.552
2	2	40	168	NaN	NaN	NaN	NaN	NaN	NaN
2	2	41	172	8	0.900	1	1	1	0.396
2	2	42	176	7	0.900	1	1	1	0.564
2	2	43	180	10	0.350	1	1	1	0.455
2	2	44	184	5	0.250	2	2	1	0.595
2	2	45	188	NaN	NaN	NaN	NaN	NaN	NaN
2	2	46	192	6	0.900	1	1	1	0.521
2	2	47	196	NaN	NaN	NaN	NaN	NaN	NaN
2	2	48	200	13	0.600	1	NaN	0	NaN
2	2	49	204	3	0.400	1	1	1	0.695
2	2	50	208	NaN	NaN	NaN	NaN	NaN	NaN
2	2	51	212	NaN	NaN	NaN	NaN	NaN	NaN
2	2	52	216	13	0.250	2	NaN	0	NaN
2	2	53	220	1	0.900	1	NaN	0	NaN
2	2	54	224	12	0.400	2	2	1	0.512
2	2	55	228	9	0.750	1	1	1	0.463
2	2	56	232	2	0.500	2	2	1	0.420
2	2	57	236	10	0.550	1	1	1	0.376
2	2	58	240	NaN	NaN	NaN	NaN	NaN	NaN
2	2	59	244	11	0.350	2	2	1	0.596
2	2	60	248	7	0.900	2	1	0	0.347
2	2	61	252	5	0.900	2	2	1	0.580
2	2	62	256	6	0.500	2	2	1	0.714
2	2	63	260	4	0.800	2	2	1	0.475
2	2	64	264	8	0.450	2	NaN	0	NaN
2	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN
