onset	duration	node	response_time	accuracy
12	1	6	0.505	1
16	1	4	0.356	1
20	1	3	0.490	1
24	1	9	0.534	1
28	1	10	0.821	1
32	1	8	0.357	1
36	1	11	0.573	1
40	1	7	1.191	1
44	1	13	0.917	1
48	1	2	0.611	1
60	1	12	0.870	1
64	1	1	0.386	1
68	1	5	0.325	1
72	1	11	0.507	1
76	1	4	0.311	1
80	1	5	0.357	1
84	1	2	0.553	1
92	1	12	0.453	1
100	1	10	0.577	1
104	1	3	NaN	0
108	1	13	NaN	0
112	1	9	0.489	1
116	1	8	0.319	1
120	1	7	0.528	1
124	1	6	0.613	1
132	1	1	0.505	1
136	1	2	0.682	1
140	1	12	0.736	1
144	1	9	NaN	0
148	1	11	0.661	1
152	1	1	0.542	1
156	1	3	0.310	1
164	1	4	NaN	0
172	1	8	0.278	1
176	1	7	0.336	0
180	1	10	0.379	1
184	1	5	0.787	1
192	1	6	0.543	1
200	1	13	NaN	0
204	1	3	0.662	1
216	1	13	1.033	1
220	1	1	0.519	1
224	1	12	0.492	1
228	1	9	0.395	1
232	1	2	0.611	1
236	1	10	0.610	1
244	1	11	0.717	1
248	1	7	NaN	0
252	1	5	0.568	1
256	1	6	0.441	1
260	1	4	0.495	1
264	1	8	0.567	1
