onset	duration	node	response_time	accuracy
12	1	2	0.632	1
20	1	3	0.543	1
36	1	10	0.613	1
48	1	6	0.635	1
52	1	7	0.541	1
56	1	1	0.848	1
64	1	11	0.881	1
68	1	5	0.566	1
72	1	9	0.657	1
76	1	4	0.829	1
80	1	8	0.337	0
84	1	12	0.964	1
88	1	13	1.203	0
92	1	13	0.696	1
96	1	6	0.539	1
100	1	10	0.770	1
104	1	2	0.669	1
108	1	7	0.754	1
112	1	3	0.642	1
116	1	12	0.567	1
120	1	5	0.615	1
124	1	1	0.572	1
128	1	4	NaN	0
132	1	9	0.501	1
136	1	11	0.642	1
144	1	8	NaN	0
148	1	5	0.717	1
152	1	6	0.960	1
156	1	2	0.819	1
164	1	11	1.258	1
168	1	8	0.443	1
172	1	4	0.568	1
176	1	7	NaN	0
188	1	12	NaN	0
192	1	1	0.651	1
196	1	3	NaN	0
200	1	9	0.621	1
204	1	10	NaN	0
208	1	13	0.542	1
212	1	1	0.537	1
216	1	3	1.316	1
220	1	11	0.646	1
224	1	12	0.622	1
228	1	13	0.648	1
232	1	9	0.472	1
236	1	5	0.691	1
240	1	4	0.536	1
244	1	2	0.429	0
248	1	6	0.678	1
252	1	10	0.637	1
256	1	7	NaN	0
260	1	8	1.185	1
