onset	duration	node	response_time	accuracy
12	1	12	0.490	1
16	1	13	0.272	1
20	1	8	0.361	1
24	1	11	0.296	1
28	1	3	0.431	1
32	1	2	0.408	1
36	1	10	0.258	1
40	1	1	0.407	1
44	1	6	0.356	1
48	1	4	0.614	1
52	1	9	0.376	1
60	1	5	0.263	1
72	1	7	0.400	1
76	1	13	0.294	1
80	1	3	0.354	1
84	1	12	0.360	1
88	1	7	0.477	1
96	1	2	0.324	1
100	1	9	0.540	1
108	1	6	0.424	1
112	1	11	0.462	1
120	1	10	0.416	1
124	1	8	0.501	1
128	1	4	0.513	1
136	1	5	0.469	1
144	1	1	0.488	1
148	1	12	0.396	1
152	1	13	0.412	1
156	1	11	0.507	1
160	1	3	0.375	1
168	1	8	0.451	1
172	1	9	0.342	1
176	1	7	0.325	1
180	1	6	0.407	1
184	1	10	0.398	1
188	1	4	0.424	1
192	1	2	0.387	1
196	1	1	0.383	1
204	1	5	0.301	1
212	1	4	0.294	1
216	1	11	0.479	1
220	1	2	0.423	1
224	1	8	0.388	1
232	1	12	0.317	1
236	1	10	0.387	1
240	1	6	0.443	1
244	1	13	0.535	1
248	1	1	0.529	1
252	1	5	0.406	1
256	1	3	0.413	1
260	1	9	0.421	1
264	1	7	0.411	1
