task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	3	1	12	1	0.450	2	2	1	0.445
1	3	2	16	9	0.250	2	2	1	0.389
1	3	3	20	10	0.300	1	1	1	0.454
1	3	4	24	11	0.750	1	1	1	0.373
1	3	5	28	6	0.350	2	2	1	0.272
1	3	6	32	7	0.550	2	2	1	0.271
1	3	7	36	5	0.450	1	1	1	0.334
1	3	8	40	4	0.650	1	1	1	0.414
1	3	9	44	3	0.350	2	2	1	0.372
1	3	10	48	12	0.750	2	2	1	0.340
1	3	11	52	NaN	NaN	NaN	NaN	NaN	NaN
1	3	12	56	13	0.150	1	1	1	0.487
1	3	13	60	2	0.200	1	1	1	0.364
1	3	14	64	8	0.650	2	2	1	0.366
1	3	15	68	10	0.300	1	1	1	0.435
1	3	16	72	6	0.400	1	1	1	0.407
1	3	17	76	NaN	NaN	NaN	NaN	NaN	NaN
1	3	18	80	9	0.650	2	2	1	0.316
1	3	19	84	12	0.650	1	1	1	0.324
1	3	20	88	13	0.900	1	1	1	0.460
1	3	21	92	1	0.350	2	2	1	0.329
1	3	22	96	NaN	NaN	NaN	NaN	NaN	NaN
1	3	23	100	NaN	NaN	NaN	NaN	NaN	NaN
1	3	24	104	7	0.200	1	1	1	0.437
1	3	25	108	5	0.550	1	1	1	0.344
1	3	26	112	2	0.200	2	2	1	0.567
1	3	27	116	8	0.600	1	1	1	0.395
1	3	28	120	11	0.700	2	2	1	0.331
1	3	29	124	NaN	NaN	NaN	NaN	NaN	NaN
1	3	30	128	NaN	NaN	NaN	NaN	NaN	NaN
1	3	31	132	4	0.750	2	2	1	0.451
1	3	32	136	3	0.450	2	2	1	0.347
1	3	33	140	2	0.650	1	1	1	0.419
1	3	34	144	10	0.500	1	1	1	0.401
1	3	35	148	12	0.400	2	2	1	0.341
1	3	36	152	NaN	NaN	NaN	NaN	NaN	NaN
1	3	37	156	3	0.250	1	1	1	0.475
1	3	38	160	13	0.650	1	1	1	0.400
1	3	39	164	11	0.250	1	1	1	0.448
1	3	40	168	5	0.200	2	2	1	0.399
1	3	41	172	NaN	NaN	NaN	NaN	NaN	NaN
1	3	42	176	NaN	NaN	NaN	NaN	NaN	NaN
1	3	43	180	6	0.450	1	1	1	0.389
1	3	44	184	1	0.550	2	2	1	0.317
1	3	45	188	NaN	NaN	NaN	NaN	NaN	NaN
1	3	46	192	8	0.900	2	2	1	0.452
1	3	47	196	9	0.250	1	1	1	0.405
1	3	48	200	4	0.150	2	2	1	0.438
1	3	49	204	7	0.300	1	1	1	0.396
1	3	50	208	9	0.300	2	2	1	0.394
1	3	51	212	8	0.600	2	2	1	0.433
1	3	52	216	4	0.800	1	1	1	0.478
1	3	53	220	5	0.200	1	1	1	0.407
1	3	54	224	7	0.600	1	1	1	0.433
1	3	55	228	12	0.850	1	1	1	0.426
1	3	56	232	3	0.350	2	2	1	0.318
1	3	57	236	NaN	NaN	NaN	NaN	NaN	NaN
1	3	58	240	NaN	NaN	NaN	NaN	NaN	NaN
1	3	59	244	2	0.350	2	2	1	0.356
1	3	60	248	11	0.250	2	2	1	0.446
1	3	61	252	13	0.700	2	2	1	0.378
1	3	62	256	1	0.250	2	2	1	0.394
1	3	63	260	10	0.500	1	1	1	0.277
1	3	64	264	6	0.500	2	2	1	0.370
1	3	65	268	NaN	NaN	NaN	NaN	NaN	NaN
