task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	3	1	12	1	0.450	2	2	1	0.345
2	3	2	16	9	0.250	2	2	1	0.371
2	3	3	20	10	0.300	1	1	1	0.351
2	3	4	24	11	0.750	1	2	0	0.418
2	3	5	28	6	0.350	2	2	1	0.272
2	3	6	32	7	0.550	2	2	1	0.293
2	3	7	36	5	0.450	1	1	1	0.257
2	3	8	40	4	0.650	1	1	1	0.644
2	3	9	44	3	0.350	2	2	1	0.269
2	3	10	48	12	0.750	2	2	1	0.393
2	3	11	52	NaN	NaN	NaN	NaN	NaN	NaN
2	3	12	56	13	0.150	1	1	1	0.483
2	3	13	60	2	0.200	1	1	1	0.339
2	3	14	64	8	0.650	2	2	1	0.289
2	3	15	68	10	0.300	1	1	1	0.504
2	3	16	72	6	0.400	1	1	1	0.365
2	3	17	76	NaN	NaN	NaN	NaN	NaN	NaN
2	3	18	80	9	0.650	2	2	1	0.301
2	3	19	84	12	0.650	1	1	1	0.411
2	3	20	88	13	0.900	1	1	1	0.360
2	3	21	92	1	0.350	2	2	1	0.307
2	3	22	96	NaN	NaN	NaN	NaN	NaN	NaN
2	3	23	100	NaN	NaN	NaN	NaN	NaN	NaN
2	3	24	104	7	0.200	1	1	1	0.390
2	3	25	108	5	0.550	1	1	1	0.338
2	3	26	112	2	0.200	2	2	1	0.465
2	3	27	116	8	0.600	1	1	1	0.355
2	3	28	120	11	0.700	2	2	1	0.258
2	3	29	124	NaN	NaN	NaN	NaN	NaN	NaN
2	3	30	128	NaN	NaN	NaN	NaN	NaN	NaN
2	3	31	132	4	0.750	2	2	1	0.438
2	3	32	136	3	0.450	2	1	0	0.346
2	3	33	140	2	0.650	1	1	1	0.438
2	3	34	144	10	0.500	1	1	1	0.392
2	3	35	148	12	0.400	2	2	1	0.291
2	3	36	152	NaN	NaN	NaN	NaN	NaN	NaN
2	3	37	156	3	0.250	1	1	1	0.390
2	3	38	160	13	0.650	1	1	1	0.328
2	3	39	164	11	0.250	1	1	1	0.355
2	3	40	168	5	0.200	2	2	1	0.390
2	3	41	172	NaN	NaN	NaN	NaN	NaN	NaN
2	3	42	176	NaN	NaN	NaN	NaN	NaN	NaN
2	3	43	180	6	0.450	1	1	1	0.352
2	3	44	184	1	0.550	2	2	1	0.402
2	3	45	188	NaN	NaN	NaN	NaN	NaN	NaN
2	3	46	192	8	0.900	2	2	1	0.329
2	3	47	196	9	0.250	1	1	1	0.348
2	3	48	200	4	0.150	2	2	1	0.424
2	3	49	204	7	0.300	1	1	1	0.367
2	3	50	208	9	0.300	2	2	1	0.424
2	3	51	212	8	0.600	2	2	1	0.295
2	3	52	216	4	0.800	1	1	1	0.395
2	3	53	220	5	0.200	1	1	1	0.445
2	3	54	224	7	0.600	1	1	1	0.386
2	3	55	228	12	0.850	1	1	1	0.478
2	3	56	232	3	0.350	2	2	1	0.288
2	3	57	236	NaN	NaN	NaN	NaN	NaN	NaN
2	3	58	240	NaN	NaN	NaN	NaN	NaN	NaN
2	3	59	244	2	0.350	2	2	1	0.459
2	3	60	248	11	0.250	2	2	1	0.438
2	3	61	252	13	0.700	2	2	1	0.271
2	3	62	256	1	0.250	2	2	1	0.298
2	3	63	260	10	0.500	1	1	1	0.337
2	3	64	264	6	0.500	2	2	1	0.402
2	3	65	268	NaN	NaN	NaN	NaN	NaN	NaN
