onset	duration	node	response_time	accuracy
12	1	7	0.448	1
16	1	13	0.348	1
20	1	11	0.311	1
24	1	4	0.216	1
32	1	6	0.370	1
40	1	5	0.370	1
48	1	1	0.280	1
52	1	3	0.327	1
56	1	9	0.367	1
60	1	8	0.359	1
64	1	2	0.239	1
72	1	10	0.367	1
76	1	12	0.345	1
80	1	4	0.269	1
84	1	7	0.246	1
88	1	6	0.343	1
92	1	11	0.244	1
100	1	8	0.446	1
108	1	2	0.305	1
112	1	1	0.313	1
116	1	12	0.324	1
120	1	10	0.302	1
124	1	13	0.367	0
132	1	9	0.475	1
140	1	3	0.255	1
144	1	5	0.418	1
148	1	9	0.477	1
152	1	3	0.263	1
156	1	2	0.441	1
160	1	8	0.234	1
164	1	12	0.266	1
168	1	10	0.352	1
172	1	7	0.382	1
176	1	11	0.417	1
180	1	4	0.366	1
184	1	13	0.379	1
188	1	1	0.408	1
192	1	5	0.317	1
196	1	6	0.437	1
200	1	1	0.354	1
208	1	3	0.356	1
212	1	2	0.310	1
220	1	6	0.325	1
224	1	10	0.382	1
232	1	9	0.265	1
236	1	4	0.375	1
240	1	12	0.667	1
252	1	5	0.705	1
256	1	13	0.289	1
260	1	11	0.341	1
264	1	7	0.296	1
268	1	8	0.443	1
