task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	2	1	12	7	0.600	1	1	1	0.448
2	2	2	16	13	0.300	1	1	1	0.348
2	2	3	20	11	0.250	1	1	1	0.311
2	2	4	24	4	0.800	2	2	1	0.216
2	2	5	28	NaN	NaN	NaN	NaN	NaN	NaN
2	2	6	32	6	0.250	2	2	1	0.370
2	2	7	36	NaN	NaN	NaN	NaN	NaN	NaN
2	2	8	40	5	0.450	1	1	1	0.370
2	2	9	44	NaN	NaN	NaN	NaN	NaN	NaN
2	2	10	48	1	0.750	2	2	1	0.280
2	2	11	52	3	0.300	1	1	1	0.327
2	2	12	56	9	0.550	1	1	1	0.367
2	2	13	60	8	0.800	1	1	1	0.359
2	2	14	64	2	0.400	2	2	1	0.239
2	2	15	68	NaN	NaN	NaN	NaN	NaN	NaN
2	2	16	72	10	0.650	2	2	1	0.367
2	2	17	76	12	0.500	1	1	1	0.345
2	2	18	80	4	0.550	2	2	1	0.269
2	2	19	84	7	0.550	2	2	1	0.246
2	2	20	88	6	0.450	1	1	1	0.343
2	2	21	92	11	0.800	2	2	1	0.244
2	2	22	96	NaN	NaN	NaN	NaN	NaN	NaN
2	2	23	100	8	0.800	2	2	1	0.446
2	2	24	104	NaN	NaN	NaN	NaN	NaN	NaN
2	2	25	108	2	0.850	1	1	1	0.305
2	2	26	112	1	0.800	1	1	1	0.313
2	2	27	116	12	0.200	2	2	1	0.324
2	2	28	120	10	0.600	1	1	1	0.302
2	2	29	124	13	0.300	2	1	0	0.367
2	2	30	128	NaN	NaN	NaN	NaN	NaN	NaN
2	2	31	132	9	0.100	1	1	1	0.475
2	2	32	136	NaN	NaN	NaN	NaN	NaN	NaN
2	2	33	140	3	0.900	2	2	1	0.255
2	2	34	144	5	0.500	1	1	1	0.418
2	2	35	148	9	0.150	2	2	1	0.477
2	2	36	152	3	0.450	2	2	1	0.263
2	2	37	156	2	0.300	2	2	1	0.441
2	2	38	160	8	0.850	2	2	1	0.234
2	2	39	164	12	0.650	1	1	1	0.266
2	2	40	168	10	0.150	2	2	1	0.352
2	2	41	172	7	0.850	1	1	1	0.382
2	2	42	176	11	0.600	1	1	1	0.417
2	2	43	180	4	0.150	2	2	1	0.366
2	2	44	184	13	0.350	1	1	1	0.379
2	2	45	188	1	0.200	2	2	1	0.408
2	2	46	192	5	0.600	1	1	1	0.317
2	2	47	196	6	0.600	1	1	1	0.437
2	2	48	200	1	0.550	1	1	1	0.354
2	2	49	204	NaN	NaN	NaN	NaN	NaN	NaN
2	2	50	208	3	0.400	1	1	1	0.356
2	2	51	212	2	0.150	1	1	1	0.310
2	2	52	216	NaN	NaN	NaN	NaN	NaN	NaN
2	2	53	220	6	0.700	2	2	1	0.325
2	2	54	224	10	0.750	2	2	1	0.382
2	2	55	228	NaN	NaN	NaN	NaN	NaN	NaN
2	2	56	232	9	0.350	2	2	1	0.265
2	2	57	236	4	0.600	1	1	1	0.375
2	2	58	240	12	0.350	1	1	1	0.667
2	2	59	244	NaN	NaN	NaN	NaN	NaN	NaN
2	2	60	248	NaN	NaN	NaN	NaN	NaN	NaN
2	2	61	252	5	0.200	2	2	1	0.705
2	2	62	256	13	0.500	2	2	1	0.289
2	2	63	260	11	0.500	1	1	1	0.341
2	2	64	264	7	0.500	2	2	1	0.296
2	2	65	268	8	0.400	2	2	1	0.443
