onset	duration	node	response_time	accuracy
12	1	12	0.668	1
16	1	13	0.527	1
20	1	8	0.043	1
24	1	11	0.307	1
28	1	3	0.434	1
32	1	2	0.459	1
36	1	10	0.398	1
40	1	1	0.468	1
44	1	6	0.448	1
48	1	4	0.435	1
52	1	9	0.228	0
60	1	5	0.270	1
72	1	7	0.263	1
76	1	13	0.311	1
80	1	3	0.361	1
84	1	12	0.329	0
88	1	7	0.433	1
96	1	2	0.332	1
100	1	9	0.492	1
108	1	6	0.365	1
112	1	11	0.387	1
120	1	10	0.346	1
124	1	8	0.352	1
128	1	4	0.328	1
136	1	5	0.359	0
144	1	1	0.405	1
148	1	12	0.395	1
152	1	13	0.334	1
156	1	11	0.400	1
160	1	3	0.373	1
168	1	8	0.342	1
172	1	9	0.328	1
176	1	7	0.239	1
180	1	6	0.366	1
184	1	10	0.336	1
188	1	4	0.403	1
192	1	2	0.412	1
196	1	1	0.366	1
204	1	5	0.298	0
212	1	4	0.289	1
216	1	11	0.307	1
220	1	2	0.462	1
224	1	8	0.425	1
232	1	12	0.373	1
236	1	10	0.387	1
240	1	6	0.371	1
244	1	13	0.423	1
248	1	1	0.272	1
252	1	5	0.330	1
256	1	3	0.401	1
260	1	9	0.334	1
264	1	7	0.306	1
