task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
2	3	1	12	6	0.400	2	2	1	0.501	8212.072	8212.480	8213.071	8213.085
2	3	2	16	4	0.550	1	1	1	0.330	8216.095	8216.629	8217.072	8217.075
2	3	3	20	NaN	NaN	NaN	NaN	NaN	NaN	8220.092	NaN	NaN	NaN
2	3	4	24	7	0.900	1	1	1	0.351	8224.070	8224.986	8225.075	8225.079
2	3	5	28	12	0.700	1	1	1	0.386	8228.106	8228.778	8229.073	8229.077
2	3	6	32	13	0.800	2	2	1	0.300	8232.113	8232.890	8233.070	8233.085
2	3	7	36	10	0.900	1	1	1	0.259	8236.090	8236.979	8237.073	8237.085
2	3	8	40	3	0.700	1	1	1	0.315	8240.103	8240.804	8241.079	8241.100
2	3	9	44	9	0.900	2	2	1	0.373	8244.097	8244.981	8245.075	8245.079
2	3	10	48	2	0.550	1	1	1	0.339	8248.101	8248.623	8249.077	8249.092
2	3	11	52	1	0.550	1	1	1	0.392	8252.095	8252.626	8253.071	8253.085
2	3	12	56	8	0.900	1	2	0	0.262	8256.093	8256.976	8257.070	8257.091
2	3	13	60	5	0.750	2	2	1	0.352	8260.088	8260.830	8261.072	8261.093
2	3	14	64	NaN	NaN	NaN	NaN	NaN	NaN	8264.096	NaN	NaN	NaN
2	3	15	68	11	0.800	2	2	1	0.270	8268.068	8268.883	8269.081	8269.092
2	3	16	72	5	0.350	1	1	1	0.307	8272.088	8272.440	8273.076	8273.080
2	3	17	76	13	0.400	2	2	1	0.417	8276.093	8276.479	8277.077	8277.081
2	3	18	80	NaN	NaN	NaN	NaN	NaN	NaN	8280.092	NaN	NaN	NaN
2	3	19	84	10	0.550	1	1	1	0.244	8284.068	8284.630	8285.077	8285.098
2	3	20	88	3	0.750	1	1	1	0.506	8288.095	8288.844	8289.074	8289.078
2	3	21	92	NaN	NaN	NaN	NaN	NaN	NaN	8292.092	NaN	NaN	NaN
2	3	22	96	4	0.550	2	2	1	0.268	8296.086	8296.624	8297.070	8297.075
2	3	23	100	12	0.550	1	1	1	0.350	8300.086	8300.622	8301.092	8301.096
