onset	duration	node	response_time	accuracy
12	1	3	0.466	1
16	1	13	0.269	1
20	1	9	0.364	1
28	1	8	0.317	1
32	1	11	0.437	1
36	1	7	0.498	1
40	1	4	0.472	1
44	1	2	0.283	1
48	1	12	0.359	1
56	1	5	0.440	1
60	1	1	0.416	1
64	1	6	0.248	1
68	1	10	0.340	1
72	1	7	0.332	1
80	1	2	0.314	1
84	1	10	0.269	1
92	1	13	0.401	1
96	1	12	0.278	1
100	1	11	0.341	1
104	1	4	0.386	1
108	1	6	0.251	1
112	1	8	0.283	1
116	1	1	0.298	1
120	1	3	0.309	1
124	1	9	0.218	1
128	1	5	0.401	1
140	1	6	0.362	1
144	1	2	0.341	1
148	1	9	0.359	1
152	1	11	0.362	0
156	1	12	0.462	1
164	1	4	0.368	1
168	1	7	0.392	1
172	1	5	0.361	1
176	1	8	0.328	1
180	1	13	0.388	1
184	1	10	0.433	1
188	1	3	0.271	1
192	1	1	0.556	1
196	1	6	0.426	1
200	1	3	0.425	0
204	1	10	0.292	1
208	1	11	0.306	1
212	1	7	0.289	1
216	1	13	0.337	1
220	1	9	0.391	1
228	1	4	0.384	1
232	1	5	0.458	1
240	1	1	0.320	0
260	1	12	0.308	1
264	1	8	0.322	1
268	1	2	0.363	1
