onset	duration	node	response_time	accuracy
12	1	11	0.384	1
16	1	4	0.468	1
20	1	10	0.366	1
24	1	12	0.264	1
28	1	8	0.405	1
32	1	3	0.431	1
36	1	1	0.282	1
40	1	13	0.366	1
44	1	6	0.344	1
48	1	7	0.370	1
52	1	2	0.326	1
56	1	5	0.268	1
64	1	9	0.389	1
68	1	8	0.465	1
72	1	6	0.343	1
76	1	7	0.279	1
80	1	11	0.339	1
88	1	13	0.264	1
92	1	9	0.467	1
108	1	2	0.510	1
116	1	10	0.357	1
120	1	5	0.407	1
124	1	12	0.277	1
128	1	3	0.273	1
132	1	1	0.365	1
136	1	4	0.386	1
148	1	8	0.410	1
156	1	2	0.426	1
164	1	5	0.390	1
168	1	7	0.393	1
172	1	11	0.388	1
176	1	13	0.416	1
188	1	12	0.435	1
192	1	1	0.404	1
196	1	6	0.415	1
200	1	10	0.455	1
204	1	4	0.412	1
208	1	3	0.346	1
212	1	9	0.233	1
216	1	12	0.415	1
220	1	2	0.365	1
224	1	7	0.392	1
228	1	10	0.380	1
232	1	1	0.319	1
236	1	8	0.215	0
240	1	6	0.461	1
244	1	5	0.363	1
248	1	9	0.346	1
252	1	3	0.356	1
256	1	4	0.444	1
260	1	11	0.485	1
264	1	13	0.502	1
