task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
2	2	1	12	11	0.450	1	1	1	0.319	7880.664	7881.126	7881.668	7881.672
2	2	2	16	4	0.100	1	1	1	0.349	7884.684	7884.775	7885.662	7885.666
2	2	3	20	10	0.850	1	1	1	0.358	7888.700	7889.525	7889.669	7889.685
2	2	4	24	12	0.900	2	2	1	0.298	7892.690	7893.585	7893.665	7893.671
2	2	5	28	8	0.250	1	1	1	0.331	7896.687	7896.921	7897.672	7897.685
2	2	6	32	3	0.650	2	2	1	0.326	7900.705	7901.319	7901.692	7901.706
2	2	7	36	1	0.600	1	1	1	0.220	7904.680	7905.269	7905.662	7905.678
2	2	8	40	13	0.650	1	1	1	0.513	7908.679	7909.323	7909.668	7909.672
2	2	9	44	6	0.300	2	2	1	0.401	7912.686	7912.972	7913.667	7913.671
2	2	10	48	7	0.400	1	1	1	0.596	7916.697	7917.081	7917.679	7917.683
2	2	11	52	2	0.650	2	2	1	0.304	7920.686	7921.337	7921.665	7921.678
2	2	12	56	5	0.600	1	1	1	0.265	7924.702	7925.268	7925.671	7925.685
2	2	13	60	NaN	NaN	NaN	NaN	NaN	NaN	7928.676	NaN	NaN	NaN
2	2	14	64	9	0.250	2	2	1	0.423	7932.682	7932.927	7933.667	7933.685
2	2	15	68	8	0.400	2	2	1	0.389	7936.683	7937.077	7937.672	7937.685
2	2	16	72	6	0.400	2	2	1	0.435	7940.688	7941.071	7941.668	7941.684
2	2	17	76	7	0.400	2	2	1	0.309	7944.682	7945.076	7945.680	7945.691
2	2	18	80	11	0.450	1	1	1	0.357	7948.680	7949.125	7949.663	7949.677
2	2	19	84	NaN	NaN	NaN	NaN	NaN	NaN	7952.692	NaN	NaN	NaN
2	2	20	88	13	0.300	2	2	1	0.421	7956.673	7956.991	7957.684	7957.699
2	2	21	92	9	0.250	1	1	1	0.394	7960.678	7960.925	7961.667	7961.685
2	2	22	96	NaN	NaN	NaN	NaN	NaN	NaN	7964.692	NaN	NaN	NaN
2	2	23	100	NaN	NaN	NaN	NaN	NaN	NaN	7968.665	NaN	NaN	NaN
2	2	24	104	NaN	NaN	NaN	NaN	NaN	NaN	7972.662	NaN	NaN	NaN
2	2	25	108	2	0.100	1	1	1	0.502	7976.681	7976.774	7977.667	7977.673
2	2	26	112	NaN	NaN	NaN	NaN	NaN	NaN	7980.684	NaN	NaN	NaN
2	2	27	116	10	0.200	2	2	1	0.441	7984.669	7984.874	7985.666	7985.689
