onset	duration	node	response_time	accuracy
12	1	6	0.501	1
16	1	4	0.330	1
24	1	7	0.351	1
28	1	12	0.386	1
32	1	13	0.300	1
36	1	10	0.259	1
40	1	3	0.315	1
44	1	9	0.373	1
48	1	2	0.339	1
52	1	1	0.392	1
56	1	8	0.262	0
60	1	5	0.352	1
68	1	11	0.270	1
72	1	5	0.307	1
76	1	13	0.417	1
84	1	10	0.244	1
88	1	3	0.506	1
96	1	4	0.268	1
100	1	12	0.350	1
104	1	2	0.298	1
108	1	6	0.352	1
112	1	1	0.471	1
116	1	8	NaN	0
120	1	7	0.387	1
124	1	11	0.373	1
128	1	9	0.415	1
132	1	4	0.280	1
136	1	3	0.359	1
144	1	9	0.373	1
148	1	2	0.235	1
152	1	1	0.279	1
160	1	12	0.389	1
164	1	5	0.552	1
168	1	8	0.345	1
172	1	13	0.414	1
176	1	10	0.305	1
180	1	7	0.495	1
184	1	6	0.432	1
192	1	11	0.631	1
196	1	9	0.319	1
200	1	11	0.303	1
208	1	8	0.355	1
228	1	2	0.285	1
232	1	1	0.401	1
236	1	7	0.319	1
240	1	5	0.323	1
244	1	10	0.289	1
252	1	6	0.376	1
256	1	12	0.398	1
260	1	13	0.358	1
264	1	3	0.327	1
268	1	4	0.523	1
