onset	duration	node	response_time	accuracy
12	1	11	0.319	1
16	1	4	0.349	1
20	1	10	0.358	1
24	1	12	0.298	1
28	1	8	0.331	1
32	1	3	0.326	1
36	1	1	0.220	1
40	1	13	0.513	1
44	1	6	0.401	1
48	1	7	0.596	1
52	1	2	0.304	1
56	1	5	0.265	1
64	1	9	0.423	1
68	1	8	0.389	1
72	1	6	0.435	1
76	1	7	0.309	1
80	1	11	0.357	1
88	1	13	0.421	1
92	1	9	0.394	1
108	1	2	0.502	1
116	1	10	0.441	1
120	1	5	0.353	1
124	1	12	0.422	1
128	1	3	0.234	1
132	1	1	0.411	1
136	1	4	0.387	1
148	1	8	0.261	1
156	1	2	0.281	1
164	1	5	0.297	1
168	1	7	0.389	1
172	1	11	0.351	1
176	1	13	0.494	1
188	1	12	0.407	1
192	1	1	0.328	1
196	1	6	0.432	1
200	1	10	0.365	1
204	1	4	0.552	1
208	1	3	0.470	1
212	1	9	0.408	1
216	1	12	0.502	1
220	1	2	0.936	0
224	1	7	0.325	1
228	1	10	0.420	1
232	1	1	0.365	1
236	1	8	0.440	1
240	1	6	0.382	1
244	1	5	0.258	1
248	1	9	0.387	1
252	1	3	0.341	1
256	1	4	0.260	0
260	1	11	0.422	1
264	1	13	0.331	1
