task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	2	1	12	12	0.550	2	2	1	0.396
2	2	2	16	NaN	NaN	NaN	NaN	NaN	NaN
2	2	3	20	8	0.350	2	2	1	0.419
2	2	4	24	5	0.800	2	2	1	0.325
2	2	5	28	4	0.750	2	2	1	0.319
2	2	6	32	9	0.150	2	2	1	0.358
2	2	7	36	2	0.300	2	2	1	0.257
2	2	8	40	7	0.900	1	1	1	0.365
2	2	9	44	1	0.350	2	2	1	0.337
2	2	10	48	NaN	NaN	NaN	NaN	NaN	NaN
2	2	11	52	3	0.250	1	1	1	0.830
2	2	12	56	10	0.850	2	2	1	0.496
2	2	13	60	11	0.100	2	2	1	0.320
2	2	14	64	6	0.400	1	1	1	0.356
2	2	15	68	5	0.700	1	2	0	0.462
2	2	16	72	7	0.500	1	1	1	0.414
2	2	17	76	9	0.700	1	1	1	0.358
2	2	18	80	3	0.400	1	1	1	0.267
2	2	19	84	NaN	NaN	NaN	NaN	NaN	NaN
2	2	20	88	6	0.700	2	2	1	0.577
2	2	21	92	12	0.150	1	1	1	0.403
2	2	22	96	NaN	NaN	NaN	NaN	NaN	NaN
2	2	23	100	11	0.300	2	2	1	0.796
2	2	24	104	4	0.300	1	1	1	0.394
2	2	25	108	NaN	NaN	NaN	NaN	NaN	NaN
2	2	26	112	2	0.500	1	1	1	0.330
2	2	27	116	8	0.150	2	2	1	0.431
2	2	28	120	1	0.550	1	1	1	0.385
2	2	29	124	10	0.200	2	2	1	0.817
2	2	30	128	7	0.800	2	2	1	0.387
2	2	31	132	5	0.400	1	1	1	0.472
2	2	32	136	NaN	NaN	NaN	NaN	NaN	NaN
2	2	33	140	6	0.500	2	2	1	0.363
2	2	34	144	9	0.650	1	1	1	0.367
2	2	35	148	3	0.750	2	2	1	0.280
2	2	36	152	1	0.700	2	2	1	0.359
2	2	37	156	NaN	NaN	NaN	NaN	NaN	NaN
2	2	38	160	10	0.650	2	2	1	0.451
2	2	39	164	4	0.750	1	1	1	0.362
2	2	40	168	12	0.900	2	2	1	0.354
2	2	41	172	11	0.750	1	1	1	0.749
2	2	42	176	2	0.500	2	2	1	0.355
2	2	43	180	NaN	NaN	NaN	NaN	NaN	NaN
2	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN
2	2	45	188	8	0.350	1	1	1	0.446
2	2	46	192	7	0.200	2	2	1	0.373
2	2	47	196	6	0.700	2	2	1	0.481
2	2	48	200	5	0.650	1	1	1	0.478
2	2	49	204	9	0.650	2	2	1	0.323
2	2	50	208	2	0.450	1	1	1	0.347
2	2	51	212	NaN	NaN	NaN	NaN	NaN	NaN
2	2	52	216	4	0.300	1	1	1	0.330
2	2	53	220	NaN	NaN	NaN	NaN	NaN	NaN
2	2	54	224	3	0.400	2	2	1	0.511
2	2	55	228	12	0.800	1	1	1	0.443
2	2	56	232	11	0.250	1	1	1	0.350
2	2	57	236	10	0.700	1	1	1	0.315
2	2	58	240	8	0.400	1	1	1	0.348
2	2	59	244	1	0.800	1	1	1	0.293
2	2	60	248	NaN	NaN	NaN	NaN	NaN	NaN
