onset	duration	node	response_time	accuracy
12	1	12	0.396	1
20	1	8	0.419	1
24	1	5	0.325	1
28	1	4	0.319	1
32	1	9	0.358	1
36	1	2	0.257	1
40	1	7	0.365	1
44	1	1	0.337	1
52	1	3	0.830	1
56	1	10	0.496	1
60	1	11	0.320	1
64	1	6	0.356	1
68	1	5	0.462	0
72	1	7	0.414	1
76	1	9	0.358	1
80	1	3	0.267	1
88	1	6	0.577	1
92	1	12	0.403	1
100	1	11	0.796	1
104	1	4	0.394	1
112	1	2	0.330	1
116	1	8	0.431	1
120	1	1	0.385	1
124	1	10	0.817	1
128	1	7	0.387	1
132	1	5	0.472	1
140	1	6	0.363	1
144	1	9	0.367	1
148	1	3	0.280	1
152	1	1	0.359	1
160	1	10	0.451	1
164	1	4	0.362	1
168	1	12	0.354	1
172	1	11	0.749	1
176	1	2	0.355	1
188	1	8	0.446	1
192	1	7	0.373	1
196	1	6	0.481	1
200	1	5	0.478	1
204	1	9	0.323	1
208	1	2	0.347	1
216	1	4	0.330	1
224	1	3	0.511	1
228	1	12	0.443	1
232	1	11	0.350	1
236	1	10	0.315	1
240	1	8	0.348	1
244	1	1	0.293	1
